Key,position,lastname,firstname,nationality,age,date of birth,WST Rider ID,fis code,number of results,points,
WendlMarkus,819,Wendl,Markus,GER,,,100774,,3 / (3),33.84,Wendl
OkadoRyusei,820,Okado,Ryusei,JPN,,,96855,,2 / (2),33.79,Okado
OkamotoTaisei,821,Okamoto,Taisei,JPN,,,97912,,3 / (3),33.71,Okamoto
HallingstadStian,822,Hallingstad,Stian,NOR,,,99449,,1 / (1),33.64,Hallingstad
HamricJesse,823,Hamric,Jesse,USA,,,97844,,2 / (2),33.41,Hamric
LiuShengxin,824,Liu,Shengxin,CHN,,,100230,,2 / (2),33.4,Liu
PerezIgnacio,825,Perez,Ignacio,AND,,,100537,,1 / (1),33.33,Perez
RebernigTom,825,Rebernig,Tom,AUT,,,99741,,1 / (1),33.33,Rebernig
KawataYuga,825,Kawata,Yuga,JPN,,,90214,,1 / (1),33.33,Kawata
AndonovBojan,828,Andonov,Bojan,MKD,,,91805,1759990,2 / (2),33.31,Andonov
StepanovDaniil,829,Stepanov,Daniil,RUS,,,99569,,3 / (3),33.19,Stepanov
PeetersElliot,830,Peeters,Elliot,BEL,,,99812,,2 / (2),33.14,Peeters
HordiiYurii,831,Hordii,Yurii,UKR,,,99241,,1 / (1),32.83,Hordii
YamauchiYuki,832,Yamauchi,Yuki,JPN,,,100728,,2 / (2),32.75,Yamauchi
HerfurthMichael,833,Herfurth,Michael,USA,,,98968,,1 / (1),32.55,Herfurth
BaardsethEven,833,Baardseth,Even,NOR,,,93223,,1 / (1),32.55,Baardseth
SalterThomas,835,Salter,Thomas,CAN,,,99845,,2 / (2),32.5,Salter
TullochConnor,836,Tulloch,Connor,CAN,,,100942,,2 / (2),32.25,Tulloch
WedenigMarkus,837,Wedenig,Markus,AUT,,,100456,,2 / (2),32.12,Wedenig
BaliccoSacha,838,Balicco,Sacha,FRA,,,90414,9190371,1 / (1),31.92,Balicco
StädlerJonas,839,Städler,Jonas,SUI,,,98319,,2 / (2),31.88,#N/A
MizukamiKota,840,Mizukami,Kota,JPN,,,100596,,2 / (2),31.88,Mizukami
HerzenjakAnej,841,Herzenjak,Anej,SLO,,,95196,9560222,1 / (1),31.81,Herzenjak
MaglovAleksey,842,Maglov,Aleksey,RUS,,,92527,9480570,1 / (1),31.63,Maglov
CampbellJamie,843,Campbell,Jamie,CAN,,,100721,,2 / (2),31.54,Campbell
ZiskoAffan,844,Zisko,Affan,BIH,,,93160,9710009,2 / (2),31.47,Zisko
DoironJack,845,Doiron,Jack,CAN,,,100937,,2 / (2),31.37,Doiron
Putys-GallagherLuke,846,Putys-Gallagher,Luke,LTU,,,100860,,1 / (1),31.17,Putys-Gallagher
TalpoMichele,846,Talpo,Michele,ITA,,,97884,,1 / (1),31.17,Talpo
ClementeJackie,848,Clemente,Jackie,USA,,,96965,,2 / (2),31.09,Clemente
FomchenkoMihail,849,Fomchenko,Mihail,RUS,,,91985,9480573,1 / (1),31.08,Fomchenko
Gaulin SorensenTheodor,850,Gaulin Sorensen,Theodor,NOR,,,100716,,2 / (2),31.06,Gaulin Sorensen
TaniYuma,851,Tani,Yuma,JPN,,,98188,,3 / (3),31.03,Tani
MollerJusto,852,Moller,Justo,ARG,,,92968,9030140,2 / (2),31.01,Moller
PreissingerMaximilian,853,Preissinger,Maximilian,GER,22,7/5/98 0:00,82742,9200111,1 / (1),30.99,Preissinger
FengChangjun,854,Feng,Changjun,CHN,25,11/14/94 0:00,95043,1124965,1 / (1),30.94,Feng
ArthurNey,855,Arthur,Ney,FRA,,,100514,,1 / (1),30.91,Arthur
TraskSylas,856,Trask,Sylas,USA,,,98903,,2 / (2),30.89,Trask
FlynnBennett,857,Flynn,Bennett,USA,,,98818,,1 / (1),30.81,Flynn
NehringFabian,858,Nehring,Fabian,GER,14,3/13/06 0:00,90668,,2 / (2),30.74,Nehring
ItoHiroto,859,Ito,Hiroto,JPN,,,100761,,3 / (3),30.7,Ito
AngelilloDennis,860,Angelillo,Dennis,SUI,,,98356,,3 / (3),30.65,Angelillo
McCorristerKoen,861,McCorrister,Koen,CAN,,,100660,,3 / (3),30.49,McCorrister
TakahashiAkira,862,Takahashi,Akira,JPN,,,74557,1187862,2 / (2),30.4,Takahashi
KudoSora,863,Kudo,Sora,JPN,,,100594,,3 / (3),30.4,Kudo
AsmundssonEinar Agust,864,Asmundsson,Einar Agust,NOR,,,95134,,1 / (1),30.4,Asmundsson
AbeKyoichiro,865,Abe,Kyoichiro,JPN,,,100595,,3 / (3),30.34,Abe
BeuchelBen,866,Beuchel,Ben,CAN,,,100591,,1 / (1),30.22,Beuchel
DohertyBryce,867,Doherty,Bryce,CAN,,,96665,,1 / (1),30.2,Doherty
HuetHidde,868,Huet,Hidde,NED,,,100470,,1 / (1),30.18,Huet
YokotaKoki,869,Yokota,Koki,JPN,,,94072,9300793,1 / (1),29.96,Yokota
TourkiLiam,870,Tourki,Liam,FRA,21,3/25/99 0:00,81604,9190385,1 / (1),29.79,Tourki
KleinJosh,871,Klein,Josh,CAN,14,11/14/05 0:00,91707,,1 / (1),29.78,Klein
AugstenChristoph,872,Augsten,Christoph,AUT,,,98458,,1 / (1),29.66,Augsten
Lech-HernesLeonard,873,Lech-Hernes,Leonard,NOR,,,100437,,3 / (3),29.61,Lech-Hernes
KweonLeejun,874,Kweon,Leejun,KOR,23,10/24/97 0:00,86412,9320093,2 / (2),29.27,Kweon
SuikovMaksim,875,Suikov,Maksim,RUS,,,94554,9480555,2 / (2),29.26,Suikov
StefanecBlake,876,Stefanec,Blake,CAN,,,99940,,3 / (5),29.24,Stefanec
ShmurikovEgor,877,Shmurikov,Egor,RUS,,,100242,,2 / (2),29.05,Shmurikov
PyleElijah,878,Pyle,Elijah,USA,,,98915,,1 / (1),29.03,Pyle
KasparDaniel,879,Kaspar,Daniel,CZE,,,76409,9150145,2 / (2),28.72,Kaspar
BarrScott,880,Barr,Scott,USA,,,83965,,1 / (1),28.58,Barr
FuruhashiRan,881,Furuhashi,Ran,JPN,,,100730,,2 / (2),28.32,Furuhashi
DeansJonah,882,Deans,Jonah,CAN,,,100865,,2 / (2),28.31,Deans
SigfussonBjorn Andri,883,Sigfusson,Bjorn Andri,ISL,,,99032,,2 / (2),28.29,Sigfusson
LeeceNoah,884,Leece,Noah,CAN,,,99833,,3 / (3),28.28,Leece
HenningRyan,885,Henning,Ryan,CAN,,,97956,,2 / (2),28.27,Henning
AndenmattenMika,886,Andenmatten,Mika,SUI,19,9/20/01 0:00,90862,9510425,1 / (1),28.15,Andenmatten
AbbottBrayden,887,Abbott,Brayden,CAN,,,96671,,2 / (2),28.05,Abbott
StamDaan,888,Stam,Daan,GBR,,,100837,,1 / (1),28.04,Stam
BousbourasNicholas,889,Bousbouras,Nicholas,USA,,,100706,,3 / (3),27.83,Bousbouras
LevanLucas,890,Levan,Lucas,CAN,,,97921,,1 / (1),27.8,Levan
HaudeJonathan,891,Haude,Jonathan,AUT,,,100459,,2 / (2),27.73,Haude
MartinezLouis,892,Martinez,Louis,FRA,,,100545,,1 / (1),27.68,Martinez
ThompsonOwen,893,Thompson,Owen,CAN,,,100867,,2 / (2),27.62,Thompson
DutyJohnny,894,Duty,Johnny,USA,,,96951,,2 / (2),27.51,Duty
GislasonElis,895,Gislason,Elis,ISL,,,100174,,1 / (1),27.51,Gislason
LaliberteDylan,896,Laliberte,Dylan,CAN,,,96370,,1 / (1),27.49,Laliberte
SytykhValeriy,897,Sytykh,Valeriy,BLR,12,11/11/07 0:00,98402,,2 / (2),27.26,Sytykh
RoyLiam,898,Roy,Liam,CAN,,,91632,,1 / (1),27.2,Roy
HarjuAarni,899,Harju,Aarni,FIN,,,95034,,1 / (1),27.19,Harju
ThoresenLeo,900,Thoresen,Leo,GER,,,99577,,1 / (1),27.19,Thoresen
Van Der HavenFlorian,901,Van Der Haven,Florian,NED,,,99233,,2 / (2),27.19,Van Der Haven
MurakamiToma,902,Murakami,Toma,JPN,,,100918,,1 / (1),26.97,Murakami
PohlDanilo,903,Pohl,Danilo,GER,,,100776,,2 / (2),26.94,Pohl
PecaninNedim,904,Pecanin,Nedim,BIH,,,90406,9710004,3 / (3),26.89,Pecanin
SkarvanJaroslav,905,Skarvan,Jaroslav,CZE,,,86903,,1 / (1),26.88,Skarvan
TioAndre,906,Tio,Andre,CAN,,,99354,,3 / (3),26.83,Tio
OrlikFilip,907,Orlik,Filip,POL,,,97675,,2 / (2),26.74,Orlik
OrrSumner,908,Orr,Sumner,USA,,,98825,,1 / (1),26.71,Orr
PowellZeb,909,Powell,Zeb,USA,,,92454,9531254,1 / (1),26.7,Powell
HiraoYoshikatsu,910,Hirao,Yoshikatsu,JPN,,,100729,,1 / (1),26.53,Hirao
LaurenchikjVedran,911,Laurenchikj,Vedran,MKD,,,100620,,2 / (2),26.44,Laurenchikj
PaunonenArttu,912,Paunonen,Arttu,FIN,,,97146,,1 / (1),26.43,Paunonen
WilliamsTravis,913,Williams,Travis,CAN,,,79749,,1 / (1),26.4,Williams
GasperiNoah,914,Gasperi,Noah,AUT,19,2/5/01 0:00,91191,9050262,1 / (1),26.38,Gasperi
Barcons AntunesMax,915,Barcons Antunes,Max,AND,,,100856,,3 / (3),26.11,Barcons Antunes
FuseMasato,916,Fuse,Masato,JPN,,,99483,,3 / (4),26.04,Fuse
FossMons,917,Foss,Mons,NOR,,,100617,,1 / (1),25.99,Foss
TyniJukka,918,Tyni,Jukka,FIN,30,9/19/90 0:00,85259,9180146,2 / (2),25.92,Tyni
BroadbentNoel,919,Broadbent,Noel,SUI,,,98361,,2 / (2),25.86,Broadbent
DalrympleIsaac,920,Dalrymple,Isaac,USA,,,96968,,2 / (2),25.71,Dalrymple
TonteriRoope,921,Tonteri,Roope,FIN,28,3/18/92 0:00,71927,9180063,1 / (1),25.65,Tonteri
KatoKippei,922,Kato,Kippei,JPN,,,97915,,2 / (2),25.54,Kato
BertoliniGiovanni,923,Bertolini,Giovanni,ITA,,,100668,,1 / (1),25.52,Bertolini
BenvenutiAndrea,924,Benvenuti,Andrea,ITA,,,96298,,2 / (2),25.51,Benvenuti
LobbenBeck,925,Lobben,Beck,USA,,,98949,,1 / (1),25.49,Lobben
EbnerNiklas,926,Ebner,Niklas,GER,,,100794,,1 / (1),25.42,Ebner
SotoAitor,927,Soto,Aitor,ESP,,,100556,,1 / (1),25.38,Soto
EckhardtGregory,928,Eckhardt,Gregory,SUI,,,93665,,2 / (2),25.37,Eckhardt
AartsJoshua,929,Aarts,Joshua,NED,,,100808,,2 / (2),25.36,Aarts
KotaniKaito,930,Kotani,Kaito,JPN,,,99497,,3 / (3),25.34,Kotani
BobryshevVadim,931,Bobryshev,Vadim,RUS,27,11/6/93 0:00,92232,9480581,1 / (1),25.23,Bobryshev
DesjardinsMyles,932,Desjardins,Myles,CAN,,,97193,,1 / (1),25.1,Desjardins
RosenforsRuben,933,Rosenfors,Ruben,SWE,,,94961,,1 / (1),25.09,Rosenfors
KofujiKengo,934,Kofuji,Kengo,JPN,,,95164,,3 / (3),25.09,Kofuji
EichhornLeo,935,Eichhorn,Leo,GER,,,100777,,3 / (3),25.07,Eichhorn
RejdaAdam,936,Rejda,Adam,CZE,,,94192,9150291,2 / (2),24.98,Rejda
HolzingerChristoph,937,Holzinger,Christoph,AUT,,,97725,,2 / (2),24.95,Holzinger
SchweigerBernd,938,Schweiger,Bernd,AUT,,,93069,,1 / (1),24.9,Schweiger
BassettBrevin,939,Bassett,Brevin,USA,,,95867,,1 / (1),24.88,Bassett
AustinBenton,940,Austin,Benton,USA,,,98710,9531477,2 / (2),24.82,Austin
MargreiterLinus,941,Margreiter,Linus,AUT,,,101140,,1 / (1),24.7,Margreiter
SilanderNiilo,942,Silander,Niilo,FIN,,,96433,,1 / (1),24.65,Silander
WuhrmannToulouse,943,Wuhrmann,Toulouse,SUI,,,98349,,1 / (1),24.65,Wuhrmann
KuchTanner,944,Kuch,Tanner,USA,,,98821,,1 / (1),24.42,Kuch
IlliKonstantin,945,Illi,Konstantin,GER,,,98647,,2 / (2),24.4,Illi
JonssonBjartur Snaer,946,Jonsson,Bjartur Snaer,ISL,,,97442,9250059,2 / (2),24.37,Jonsson
ChayametisuratLubpawath,947,Chayametisurat,Lubpawath,THA,,,100180,,3 / (5),24.36,Chayametisurat
OkumuraYoshito,948,Okumura,Yoshito,JPN,,,99651,,1 / (1),24.32,Okumura
LangillBrodie,948,Langill,Brodie,CAN,,,99111,,1 / (1),24.32,Langill
SeifriedJure,950,Seifried,Jure,SLO,,,99751,,1 / (1),24.31,Seifried
VillegasNicolas,951,Villegas,Nicolas,CHI,,,100185,9110031,3 / (5),24.21,Villegas
Anderssen GaulenNichlas,952,Anderssen Gaulen,Nichlas,NOR,,,99323,,1 / (1),24.15,Anderssen Gaulen
FujiwaraKeigo,953,Fujiwara,Keigo,JPN,,,99643,,3 / (3),24.11,Fujiwara
DekkersLaurens,954,Dekkers,Laurens,NED,,,100468,,1 / (1),24.04,Dekkers
HaraldssonHlynur Atli,955,Haraldsson,Hlynur Atli,ISL,,,99044,,1 / (1),23.97,Haraldsson
CasseraKevin Ivan,956,Cassera,Kevin Ivan,ITA,,,96292,,1 / (1),23.94,Cassera
RomaniLucio,957,Romani,Lucio,ARG,,,99144,9030147,2 / (2),23.87,Romani
VatneTorstein Mo ,958,Vatne,Torstein Mo ,NOR,,,95157,,1 / (1),23.83,#N/A
CapletteCasey,959,Caplette,Casey,CAN,,,96692,9100960,1 / (1),23.81,Caplette
HiramotoYota,960,Hiramoto,Yota,JPN,,,96736,7300079,1 / (1),23.76,Hiramoto
BaumannMoreno,960,Baumann,Moreno,SUI,,,93664,9510462,1 / (1),23.76,Baumann
AstilleroAntonio,962,Astillero,Antonio,USA,,,98759,,2 / (2),23.64,Astillero
MerinoEvan,963,Merino,Evan,CAN,,,99941,,2 / (2),23.58,Merino
FrantisekElias,964,Frantisek,Elias,CZE,,,98376,,2 / (2),23.56,Frantisek
QuartieroRiccardo,965,Quartiero,Riccardo,ITA,,,99921,,3 / (3),23.45,Quartiero
MartinIgnacio Nicolas,966,Martin,Ignacio Nicolas,ARG,,,100205,,2 / (2),23.16,Martin
BugosRichard,967,Bugos,Richard,USA,,,97847,9531428,1 / (1),23.13,Bugos
StygarJack,968,Stygar,Jack,USA,,,98925,,1 / (1),23.11,Stygar
GuisolanAristide,969,Guisolan,Aristide,SUI,,,97621,9510465,1 / (1),23.1,Guisolan
SuttonJack,970,Sutton,Jack,CAN,,,100722,,2 / (2),23,Sutton
DeslaurierTyson,971,Deslaurier,Tyson,CAN,,,99933,,1 / (1),22.99,Deslaurier
KarrerSimon,972,Karrer,Simon,AUT,,,100512,,2 / (2),22.94,Karrer
UzpoleviciusDomas,973,Uzpolevicius,Domas,LTU,,,98195,,1 / (1),22.88,Uzpolevicius
ReznicekJan,973,Reznicek,Jan,CZE,,,76805,,1 / (1),22.88,Reznicek
PituleaTudor,973,Pitulea,Tudor,ROU,,,91200,,1 / (1),22.88,Pitulea
MilpakSilver,976,Milpak,Silver,EST,,,98678,9390015,1 / (1),22.8,Milpak
MairEnzo,977,Mair,Enzo,ARG,,,94385,,1 / (1),22.79,Mair
YinKai,978,Yin,Kai,FIN,,,100607,,3 / (3),22.76,Yin
LeivaEric,979,Leiva,Eric,CHI,,,100188,,2 / (2),22.75,Leiva
LiwenWang,980,Liwen,Wang,CHN,,,99313,,1 / (1),22.74,Liwen
GrinschglMario,981,Grinschgl,Mario,AUT,,,101125,,1 / (1),22.73,Grinschgl
GrigaitisRokas,982,Grigaitis,Rokas,LTU,,,100093,1783076,2 / (2),22.64,Grigaitis
SunSong,983,Sun,Song,CHN,,,96912,9120056,1 / (1),22.6,Sun
AaltoRoomeo,984,Aalto,Roomeo,FIN,,,96437,,1 / (1),22.39,Aalto
StriukovTimofei,985,Striukov,Timofei,RUS,,,99570,,1 / (1),22.37,Striukov
FayDouglas,986,Fay,Douglas,USA,,,84524,9531253,2 / (2),22.04,Fay
KonumaKira,987,Konuma,Kira,JPN,,,100749,,3 / (4),21.94,Konuma
NemotoYoshiki,988,Nemoto,Yoshiki,JPN,,,93173,,1 / (1),21.84,Nemoto
MatsumotoSota,989,Matsumoto,Sota,JPN,,,99272,,3 / (3),21.83,Matsumoto
BurriRafael,990,Burri,Rafael,SUI,,,98306,,1 / (1),21.83,Burri
GansererMatteo,991,Ganserer,Matteo,GER,,,98286,,1 / (1),21.74,Ganserer
GrootJesse-Fin,992,Groot,Jesse-Fin,CAN,,,99442,,1 / (1),21.7,Groot
MatsuokaHideki,993,Matsuoka,Hideki,JPN,,,98181,,1 / (1),21.65,Matsuoka
UporovErmolai,994,Uporov,Ermolai,RUS,,,100241,,1 / (1),21.64,Uporov
PhocasJohn,995,Phocas,John,USA,,,97644,,2 / (2),21.61,Phocas
ClaraJan,996,Clara,Jan,ESP,,,100557,,1 / (1),21.59,Clara
MurakamiKota,997,Murakami,Kota,JPN,,,100599,,1 / (1),21.55,Murakami
ProvencherCooper,998,Provencher,Cooper,USA,,,98830,,2 / (2),21.54,Provencher
ArvanitidisTheofilos,999,Arvanitidis,Theofilos,GRE,,,101030,,3 / (3),21.5,Arvanitidis
RoseMichael,1000,Rose,Michael,USA,,,84066,,1 / (1),21.42,Rose
MoyalLiyor,1001,Moyal,Liyor,NED,,,99082,,2 / (2),21.39,Moyal
BravoMateo,1002,Bravo,Mateo,CAN,,,97224,,2 / (2),21.37,Bravo
VoutilainenAaro,1003,Voutilainen,Aaro,FIN,,,93949,,1 / (1),21.35,Voutilainen
MathieuAuxence,1004,Mathieu,Auxence,FRA,,,100075,,1 / (1),21.31,Mathieu
RankinBenjamin,1005,Rankin,Benjamin,USA,,,100711,,2 / (2),21.2,Rankin
YasudaKosuke,1006,Yasuda,Kosuke,JPN,,,95170,,1 / (1),21.11,Yasuda
SakumaHiroki,1007,Sakuma,Hiroki,JPN,,,99474,,1 / (1),21.07,Sakuma
MartinOllie,1008,Martin,Ollie,USA,,,96980,,2 / (2),21.01,Martin
KurenkovNikita,1009,Kurenkov,Nikita,BLR,,,100995,,1 / (1),20.98,Kurenkov
FavaChris,1010,Fava,Chris,CAN,,,97028,,3 / (3),20.93,Fava
StrachanAlex,1011,Strachan,Alex,USA,,,96945,,1 / (1),20.87,Strachan
OkuyamaKentaro,1012,Okuyama,Kentaro,JPN,,,93681,,3 / (4),20.81,Okuyama
CapodiferroAlessio,1013,Capodiferro,Alessio,SUI,,,97624,9510464,1 / (1),20.72,Capodiferro
KitanoKoki,1014,Kitano,Koki,JPN,,,96828,9300849,2 / (2),20.55,Kitano
Steen AhlstromOliver,1015,Steen Ahlstrom,Oliver,NOR,,,99324,,3 / (4),20.39,Steen Ahlstrom
RutonenRansu,1016,Rutonen,Ransu,FIN,,,100675,,1 / (1),20.37,Rutonen
MaifrediDavide,1017,Maifredi,Davide,ITA,,,98136,,1 / (1),20.35,Maifredi
HudsonRafe,1018,Hudson,Rafe,CAN,,,99444,,1 / (1),20.15,Hudson
KalendaAndrej,1019,Kalenda,Andrej,CZE,,,99376,,1 / (1),20.12,Kalenda
LipponenSampo,1019,Lipponen,Sampo,FIN,,,96439,,1 / (1),20.12,Lipponen
ChristovOliver,1021,Christov,Oliver,GER,,,98006,,1 / (1),20.09,Christov
TagliaferroLimay,1022,Tagliaferro,Limay,AND,,,100539,,1 / (1),20.01,Tagliaferro
ObaraAkihiro,1023,Obara,Akihiro,JPN,,,93028,,1 / (1),19.96,Obara
StroemHampus,1024,Stroem,Hampus,SWE,,,94022,9500166,1 / (1),19.95,Stroem
ForinGuillaume,1025,Forin,Guillaume,FRA,,,96343,9190486,1 / (1),19.91,Forin
ChataignerGregory,1025,Chataigner,Gregory,FRA,,,95766,,1 / (1),19.91,Chataigner
MacDuffRyan,1027,MacDuff,Ryan,CAN,,,101096,,1 / (1),19.82,MacDuff
YilmazEkin,1028,Yilmaz,Ekin,CAN,,,99409,,1 / (1),19.79,Yilmaz
BenjaminssonLukas Pall,1029,Benjaminsson,Lukas Pall,ISL,,,97444,,1 / (1),19.74,Benjaminsson
IagnichSergei,1030,Iagnich,Sergei,RUS,,,94596,9480662,1 / (1),19.67,Iagnich
WolfstellerMatias Otto,1031,Wolfsteller,Matias Otto,ARG,,,100207,,2 / (2),19.67,Wolfsteller
DhawornvejCaleb,1032,Dhawornvej,Caleb,USA,,,96964,,1 / (1),19.61,Dhawornvej
Leutola DiazLucas,1033,Leutola Diaz,Lucas,FIN,,,100608,,2 / (2),19.46,Leutola Diaz
WowchukKeaton,1034,Wowchuk,Keaton,CAN,,,99396,,1 / (1),19.44,Wowchuk
AtlasonIsak Atli,1035,Atlason,Isak Atli,ISL,,,100173,,1 / (1),19.42,Atlason
AshmoreChase,1035,Ashmore,Chase,CAN,,,100870,,1 / (1),19.42,Ashmore
AlexanderssonOrn Snaevar,1037,Alexandersson,Orn Snaevar,ISL,,,99034,,2 / (2),19.27,Alexandersson
LuckyFilip,1038,Lucky,Filip,CZE,,,75175,,1 / (1),19.13,Lucky
WiesenPim,1039,Wiesen,Pim,NED,,,99739,,1 / (1),19.09,Wiesen
OrtegaJulian,1040,Ortega,Julian,CHI,,,100187,,2 / (2),19.07,Ortega
EllistonJack,1041,Elliston,Jack,USA,,,100969,,2 / (2),18.97,Elliston
PlchMartin,1042,Plch,Martin,CZE,,,99295,,2 / (2),18.93,Plch
GeratTomas,1043,Gerat,Tomas,SVK,,,97627,9700051,2 / (2),18.86,Gerat
ColesJimmy,1044,Coles,Jimmy,USA,,,101071,,1 / (1),18.77,Coles
MizukoshiHideyuki,1045,Mizukoshi,Hideyuki,JPN,,,97897,,1 / (1),18.72,Mizukoshi
SchweizerLeo,1046,Schweizer,Leo,GER,,,100792,,1 / (1),18.7,Schweizer
ColettiAnzo,1047,Coletti,Anzo,FRA,,,100546,,1 / (1),18.61,Coletti
ShimizuKippei,1048,Shimizu,Kippei,JPN,,,99677,,1 / (1),18.59,Shimizu
SilanderToivo,1049,Silander,Toivo,FIN,,,96429,,1 / (1),18.56,Silander
OcarizFrancisco,1050,Ocariz,Francisco,ARG,,,100184,9030144,3 / (4),18.38,Ocariz
JochMax,1051,Joch,Max,GER,,,92474,,1 / (1),18.34,Joch
CôtéBenjamin,1052,Côté,Benjamin,CAN,,,98073,,2 / (2),18.32,#N/A
LehwaldLasse,1053,Lehwald,Lasse,DEN,23,8/29/97 0:00,93003,1174975,1 / (1),18.22,Lehwald
FosterLucas,1054,Foster,Lucas,USA,21,9/17/99 0:00,92114,9531230,1 / (1),18.13,Foster
WhitakerWill,1055,Whitaker,Will,CAN,,,96367,,1 / (1),17.94,Whitaker
Di MatteoAlessandro,1056,Di Matteo,Alessandro,ITA,,,96295,,1 / (1),17.76,Di Matteo
RempelEllis,1057,Rempel,Ellis,CAN,,,100868,,2 / (2),17.73,Rempel
LopezAleix,1058,Lopez,Aleix,ESP,,,90124,9490178,1 / (1),17.6,Lopez
MarklTobias,1059,Markl,Tobias,CZE,,,101006,,1 / (1),17.57,Markl
HoferAnton,1060,Hofer,Anton,AUT,,,84695,,1 / (1),17.49,Hofer
SebastianJacob,1061,Sebastian,Jacob,CAN,,,97203,,1 / (1),17.47,Sebastian
CoghlanGregory,1062,Coghlan,Gregory,USA,,,100712,,3 / (3),17.46,Coghlan
De FeoMilco,1063,De Feo,Milco,ITA,,,86574,9290389,2 / (2),17.43,De Feo
WeiglinTristan,1064,Weiglin,Tristan,CAN,,,100947,,2 / (2),17.41,Weiglin
CedilloMarc,1065,Cedillo,Marc,ESP,,,100558,,1 / (1),17.35,Cedillo
HughesLeeto,1066,Hughes,Leeto,NZL,,,99108,,1 / (1),17.3,Hughes
PikeDaniel,1067,Pike,Daniel,CAN,,,100662,,2 / (2),17.24,Pike
HanslikJonas,1068,Hanslik,Jonas,GER,,,100791,,2 / (2),17.16,Hanslik
CooperCash,1069,Cooper,Cash,CAN,,,99441,,1 / (1),17.03,Cooper
HaapalainenJuho-Matti,1070,Haapalainen,Juho-Matti,FIN,32,9/30/88 0:00,70913,,2 / (2),17.03,Haapalainen
KramerNils,1071,Kramer,Nils,SUI,,,97966,,1 / (1),16.98,Kramer
MalsubMarko,1072,Malsub,Marko,EST,,,93553,9390017,2 / (2),16.93,Malsub
JurvaVeeti,1073,Jurva,Veeti,FIN,,,96430,,1 / (1),16.91,Jurva
MorrisBlake,1074,Morris,Blake,CAN,,,100864,,2 / (2),16.82,Morris
BrunnerPawel,1075,Brunner,Pawel,SUI,,,99776,,1 / (1),16.77,Brunner
OberlanderDrew,1075,Oberlander,Drew,USA,,,98978,,1 / (1),16.77,Oberlander
PasuttoDominick,1077,Pasutto,Dominick,CAN,,,99355,,1 / (1),16.74,Pasutto
CardinaelsRhune,1078,Cardinaels,Rhune,BEL,,,99811,,1 / (1),16.73,Cardinaels
SunagaHaruto,1079,Sunaga,Haruto,JPN,,,95117,9300882,1 / (1),16.73,Sunaga
YevhenKondratskyi,1080,Yevhen,Kondratskyi,UKR,,,100449,,1 / (1),16.69,Yevhen
GrattonAshton,1081,Gratton,Ashton,CAN,,,100588,,1 / (1),16.59,Gratton
YamaneTaisuke,1082,Yamane,Taisuke,JPN,,,100735,,1 / (1),16.57,Yamane
LackeyCurtis,1083,Lackey,Curtis,USA,,,97822,,1 / (1),16.53,Lackey
TreppNiccolo,1084,Trepp,Niccolo,SUI,,,98602,,1 / (1),16.47,Trepp
Forner MayeEdgar,1085,Forner Maye,Edgar,ESP,,,101144,,2 / (2),16.43,#N/A
IrlandiniGabriel,1086,Irlandini,Gabriel,BRA,,,97543,,2 / (2),16.43,Irlandini
BondGeorge,1087,Bond,George,USA,,,98983,,2 / (2),16.36,Bond
UrbanskiPatryk,1088,Urbanski,Patryk,POL,,,87044,9430185,3 / (4),16.35,Urbanski
AraiHaruto,1089,Arai,Haruto,JPN,,,100756,,2 / (2),16.33,Arai
CampbellFraser,1090,Campbell,Fraser,USA,,,98893,,1 / (1),16.27,Campbell
KawamuraMasanobu,1091,Kawamura,Masanobu,JPN,,,96734,,1 / (1),16.23,Kawamura
BayoOriol,1092,Bayo,Oriol,ESP,,,100559,,1 / (1),16.21,Bayo
HumenyKasen,1093,Humeny,Kasen,CAN,,,96689,,3 / (3),16.21,Humeny
Garcia SuneManel,1094,Garcia Sune,Manel,AND,,,100855,,2 / (2),16.17,Garcia Sune
MaedaKeizo,1095,Maeda,Keizo,JPN,,,100922,,1 / (1),16.13,Maeda
WirtitschWalter,1096,Wirtitsch,Walter,AUT,,,93602,,1 / (1),16.11,Wirtitsch
VötschRobert,1097,Vötsch,Robert,AUT,,,101122,,1 / (1),16.07,#N/A
NietoLeo,1098,Nieto,Leo,FRA,,,92078,9190434,1 / (1),16.05,Nieto
HamlinJamie,1099,Hamlin,Jamie,USA,,,100832,,1 / (1),15.96,Hamlin
MurphySebastian,1100,Murphy,Sebastian,CAN,,,97289,,2 / (2),15.83,Murphy
MillingerDamian,1101,Millinger,Damian,GER,,,100773,,2 / (2),15.64,Millinger
SusickyOndrej,1102,Susicky,Ondrej,CZE,,,94203,,1 / (1),15.58,Susicky
ZilioMatteo,1102,Zilio,Matteo,ITA,,,86564,,1 / (1),15.58,Zilio
De VriesJoel,1104,De Vries,Joel,NED,,,95360,,2 / (2),15.5,De Vries
PostalSilas,1105,Postal,Silas,CAN,,,99443,,1 / (1),15.48,Postal
SigurdssonOddur Vilberg,1106,Sigurdsson,Oddur Vilberg,ISL,,,95748,9250002,1 / (1),15.47,Sigurdsson
LegacVid,1107,Legac,Vid,CRO,,,100046,,3 / (7),15.41,Legac
PosioPyry,1108,Posio,Pyry,FIN,,,100685,,1 / (1),15.4,Posio
WakushimaAnru,1109,Wakushima,Anru,NZL,,,97616,,1 / (1),15.38,Wakushima
