riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter, nationality_full  
Redmond Gerard, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, United States, , , , 
Ari Eyland Gislason, 1117, 14.87, , , ISL, , , , , , , , Iceland, , , , 
Falcundo Pardo, 1118, 14.85, , , ARG, , , , , , , , Argentina, , , , 
Dimitrios Graikos, 1119, 14.79, , , GRE, , , , , , , , GRE, , , , 
James Lee, 1120, 14.78, , , GBR, , , , , , , , United Kingdom, , , , 
Francisco Bello, 1121, 14.78, , , ARG, , , , , , , , Argentina, , , , 
Michael Reitmann, 1122, 14.77, , , AUT, , , , , , , , Austria, , , , 
Levi Scherman, 1123, 14.74, , , CAN, , , , , , , , Canada, , , , 
Kirill Kalinin, 1124, 14.71, , , RUS, , , , , , , , Russian Federation, , , , 
Mikita Kurankou, 1125, 14.59, , , BLR, , , , , , , , Belarus, , , , 
Timon Stalder, 1126, 14.58, , , SUI, , , , , , , , Switzerland, , , , 
Voluk Markelji, 1127, 14.57, , , SLO, , , , , , , , SLO, , , , 
Raito Kimoto, 1128, 14.46, , , JPN, , , , , , , , Japan, , , , 
Nick Serbu, 1129, 14.44, , , CAN, , , , , , , , Canada, , , , 
Airu Endo, 1130, 14.42, , , JPN, , , , , , , , Japan, , , , 
Blake Hayen, 1131, 14.41, , , USA, , , , , , , , United States, , , , 
Keisuke Katou, 1132, 14.39, , , JPN, , , , , , , , Japan, , , , 
Holden Aberhart, 1133, 14.34, , , CAN, , , , , , , , Canada, , , , 
Danjamin Zürni, 1134, 14.29, , , SUI, , , , , , , , Switzerland, , , , 
Ocean Roberts, 1135, 14.28, , 19, AUS, , , Jindabyne, , , , , Australia, , , , 
Xavier Lopez Arruebo, 1136, 14.26, , , AND, , , , , , , , Andorra, , , , 
Bruno De San Jose, 1137, 14.23, , , ESP, , , , , , , , Spain, , , , 
Austin Ranger, 1138, 14.22, , , CAN, , , , , , , , Canada, , , , 
Erik Popma, 1139, 14.06, , , CAN, , , , , , , , Canada, , , , 
Leander Ineichen, 1140, 14.02, , 12, SUI, Goofy, , Baeretswil, , , , , Switzerland, , , , 
Kolby Woodworth, 1140, 14.02, , , CAN, , , , , , , , Canada, , , , 
Erik Jurmu, 1142, 14.02, , , FIN, , , , , , , , Finland, , , , 
Hiroaki Nagara, 1143, 14.0, , , JPN, , , , , , , , Japan, , , , 
Bosko Bradic, 1144, 13.94, , , SRB, , , , , , , , Serbia, , , , 
Cullen Medernach, 1145, 13.93, , , CAN, , , , , , , , Canada, , , , 
Francesco Tosi, 1146, 13.81, , , ITA, , , , , , , , Italy, , , , 
Taiga Kato, 1147, 13.81, , , JPN, , , , , , , , Japan, , , , 
Nando Hitz, 1148, 13.77, , , SUI, , , , , , , , Switzerland, , , , 
Toan Krauskopf, 1149, 13.74, , , CAN, , , , , , , , Canada, , , , 
Seita Amano, 1150, 13.72, , , JPN, , , , , , , , Japan, , , , 
Gabin Bouzanne, 1151, 13.68, , , FRA, , , , , , , , France, , , , 
Ichinoshin Maruyama, 1152, 13.6, , , JPN, , , , , , , , Japan, , , , 
Max Eder, 1153, 13.57, , , AUT, , , , , , , , Austria, , , , 
Zoel Iago, 1154, 13.53, , , SUI, , , , , , , , Switzerland, , , , 
Annan Riordan, 1155, 13.52, , , USA, , , , , , , , United States, , , , 
Jason McDonald, 1156, 13.44, , , USA, , , , , , , , United States, , , , 
Owen Weiglin, 1157, 13.42, , , CAN, , , , , , , , Canada, , , , 
Tomoyuki Saito, 1158, 13.4, , , JPN, , , , , , , , Japan, , , , 
Felix Wieser, 1159, 13.39, , , AUT, , , , , , , , Austria, , , , 
Ben Starkey, 1159, 13.39, , , GBR, , , , , , , , United Kingdom, , , , 
Arni Dagur Oddsteinsson, 1161, 13.36, , , ISL, , , , , , , , Iceland, , , , 
Carlos Molina, 1162, 13.35, , , AND, , , , , , , , Andorra, , , , 
Giona Waldvogel, 1163, 13.31, , , SUI, , , , , , , , Switzerland, , , , 
Gus Danzl, 1164, 13.28, , , AUT, , , , , , , , Austria, , , , 
Reese Edmonds, 1165, 13.23, , , USA, , , , , , , , United States, , , , 
Oliver Malsub, 1166, 13.15, , , EST, , , , , , , , Estonia, , , , 
Lars Spirig, 1167, 13.09, , , SUI, , , , , , , , Switzerland, , , , 
Kairi Yamamoto, 1168, 13.03, , , JPN, , , , , , , , Japan, , , , 
Madax Lheureux, 1169, 12.96, , , CAN, , , , , , , , Canada, , , , 
Joseph Senner, 1170, 12.92, , , USA, , , , , , , , United States, , , , 
Tom Pünter, 1171, 12.88, , , SUI, , , , , , , , Switzerland, , , , 
Shuta Imai, 1172, 12.76, , , JPN, , , , , , , , Japan, , , , 
Onni Manninen, 1173, 12.74, , , FIN, , , , , , , , Finland, , , , 
Taewook Kim, 1174, 12.71, , , KOR, , , , , , , , Korea, Republic of, , , , 
Anton Tio, 1175, 12.71, , , CAN, , , , , , , , Canada, , , , 
Makai Gelvezon, 1176, 12.7, , , USA, , , , , , , , United States, , , , 
Raffael Schuetz, 1177, 12.68, , , SUI, , , , , , , , Switzerland, , , , 
Yuki Omura, 1178, 12.56, , , JPN, , , , , , , , Japan, , , , 
Max Avino, 1179, 12.54, , , ESP, , , , , , , , Spain, , , , 
Ugo Pirolli, 1180, 12.54, , , FRA, , , , , , , , France, , , , 
Madec Eybord, 1180, 12.54, , , FRA, , , , , , , , France, , , , 
Mario Veselinor, 1182, 12.51, , , BUL, , , , , , , , BUL, , , , 
Luca Koppenberg, 1182, 12.51, , , SUI, , , , , , , , Switzerland, , , , 
Nicolas Lugg, 1184, 12.48, , , SUI, , , , , , , , Switzerland, , , , 
Francesco Jogna-Prat, 1185, 12.44, , , ITA, , , , , , , , Italy, , , , 
Benedikt Boesl, 1186, 12.44, , , GER, , , , , , , , Germany, , , , 
Ihnat Siadanau, 1187, 12.4, , , BLR, , , , , , , , Belarus, , , , 
Facundo Urbina, 1188, 12.36, , , ARG, , , , , , , , Argentina, , , , 
Simone Belfrond, 1189, 12.21, , , ITA, , , , , , , , Italy, , , , 
Rhett Hubner, 1190, 12.21, , , CAN, , , , , , , , Canada, , , , 
Yuyang Dai, 1191, 12.2, , , CHN, , , , , , , , China, , , , 
Shusuke Uchikata, 1192, 12.18, , , JPN, , , , , , , , Japan, , , , 
Riccardo Dapit, 1193, 12.15, , , AUT, , , , , , , , Austria, , , , 
Mario Da Cruz Antequera, 1194, 12.0, , , AND, , , , , , , , Andorra, , , , 
Curtis Dirksen, 1195, 11.97, , , CAN, , , , , , , , Canada, , , , 
Arne Riedl, 1196, 11.96, , , GER, , , , , , , , Germany, , , , 
Tomoki Fujisawa, 1196, 11.96, , , JPN, , , , , , , , Japan, , , , 
Kazuhito Edamatsu, 1198, 11.94, , , JPN, , , , , , , , Japan, , , , 
Jack Mallinson, 1199, 11.93, , , CAN, , , , , , , , Canada, , , , 
Leon Broadbent, 1200, 11.92, , , SUI, , , , , , , , Switzerland, , , , 
Asher Humphreys, 1201, 11.87, Breckenridge Resort | Burton Snowboards | , 24, USA, Goofy, , Breckenridge, Breckenridge Reosrt, , https://www.facebook.com/asher.humphreys, www.twitter.com/asherhumphreys, United States, , , , 
Marius Mathisen, 1202, 11.85, , , NOR, , , , , , , , Norway, , , , 
Manuel Pastor, 1203, 11.79, , , ESP, , , , , , , , Spain, , , , 
Finn Bucher, 1204, 11.75, , , SUI, , , , , , , , Switzerland, , , , 
Gavin Soelter, 1205, 11.73, , , USA, , , , , , , , United States, , , , 
Vlad Sofronov, 1206, 11.72, , , UKR, , , , , , , , Ukraine, , , , 
Max Goepel, 1207, 11.69, , , GER, , , , , , , , Germany, , , , 
Finn Howell, 1208, 11.64, , , CAN, , , , , , , , Canada, , , , 
Kankuro Uehara, 1208, 11.64, , , JPN, , , , , , , , Japan, , , , 
Yuuya Komori, 1210, 11.58, , , JPN, , , , , , , , Japan, , , , 
Andrew Pickard, 1211, 11.57, , , BEL, , , , , , , , Belgium, , , , 
Veeti Still, 1212, 11.55, , , FIN, , , , , , , , Finland, , , , 
Yuta Kaneko, 1213, 11.5, , , JPN, , , , , , , , Japan, , , , 
Estin Bunnell, 1214, 11.44, , , USA, , , , , , , , United States, , , , 
Shohei Inagaki, 1215, 11.43, , , JPN, , , , , , , , Japan, , , , 
Resman Ozbey, 1215, 11.43, , , AUT, , , , , , , , Austria, , , , 
Zachary Antraygues, 1217, 11.43, , , FRA, , , , , , , , France, , , , 
Pierin-Andriu Eberhard, 1218, 11.39, , , SUI, , , , , , , , Switzerland, , , , 
Rocco Moresi, 1219, 11.35, , , ITA, , , , , , , , Italy, , , , 
Filip Kalenda, 1220, 11.35, , , CZE, , , , , , , , Czech Republic, , , , 
Daniel Chisholm, 1221, 11.32, , , CAN, , , , , , , , Canada, , , , 
Brett Suggitt, 1222, 11.31, , , CAN, , , , , , , , Canada, , , , 
Chase Borders, 1223, 11.28, , , USA, , , , , , , , United States, , , , 
Matthew French, 1224, 11.25, , , USA, , , , , , , , United States, , , , 
Neo Haino, 1225, 11.08, , , JPN, , , , , , , , Japan, , , , 
Maxence Belmudes, 1226, 11.07, , , FRA, , , , , , , , France, , , , 
Dario Somaini, 1227, 11.05, , , SUI, , , , , , , , Switzerland, , , , 
Ryosuke Hori, 1228, 11.04, , , JPN, , , , , , , , Japan, , , , 
Martin Klapal, 1229, 11.01, , , CZE, , , , , , , , Czech Republic, , , , 
Mathias Minarovic, 1230, 10.97, , , AUT, , , , , , , , Austria, , , , 
Alex Schelling, 1231, 10.91, , , SUI, , , , , , , , Switzerland, , , , 
Amira Nakagawa, 1232, 10.89, , , JPN, , , , , , , , Japan, , , , 
Matti Jörg, 1233, 10.88, , , SUI, , , , , , , , Switzerland, , , , 
Taitten Cowan, 1234, 10.85, , , USA, , , , , , , , United States, , , , 
Jens Schneiderle, 1234, 10.85, , , GER, , , , , , , , Germany, , , , 
Hiroto Nakai, 1236, 10.83, , , JPN, , , , , , , , Japan, , , , 
Killua Regina, 1237, 10.75, , , JPN, , , , , , , , Japan, , , , 
Oskar Tunaal Walker, 1237, 10.75, , , NOR, , , , , , , , Norway, , , , 
Shojin Kamata, 1239, 10.74, , , JPN, , , , , , , , Japan, , , , 
Magnthor Oddur Marteinsson, 1240, 10.73, , , ISL, , , , , , , , Iceland, , , , 
Jasper Haberzettl, 1241, 10.71, , , GER, , , , , , , , Germany, , , , 
Shun Tasaki, 1242, 10.69, , , JPN, , , , , , , , Japan, , , , 
Tim Olof Gustaffson, 1243, 10.6, , , NOR, , , , , , , , Norway, , , , 
Jiri Netrh, 1244, 10.56, , , CZE, , , , , , , , Czech Republic, , , , 
Florin Salkeld, 1245, 10.55, , , SUI, , , , , , , , Switzerland, , , , 
Petr Horak, 1246, 10.5, DC | Go Pro Cameras | Quiksilver | Union Bindings | , 29, CZE, Regular, 170cm, Brakov, pindleruv Mlýn, https://www.facebook.com/PetrHorisHorak, Petr Horis Horák, , Czech Republic, , , , 
Arnar Smari Eidsson, 1247, 10.49, , , ISL, , , , , , , , Iceland, , , , 
Brayden Coe, 1248, 10.45, , , CAN, , , , , , , , Canada, , , , 
Aarre Silander, 1249, 10.44, , , FIN, , , , , , , , Finland, , , , 
Braden Duty, 1249, 10.44, , , USA, , , , , , , , United States, , , , 
Federico Giovannini, 1251, 10.43, , , ITA, , , , , , , , Italy, , , , 
Nico Biele, 1252, 10.38, , , SUI, , , , , , , , Switzerland, , , , 
Chase Robertson, 1253, 10.36, , , CAN, , , , , , , , Canada, , , , 
Oskar Zehren, 1254, 10.35, , , USA, , , , , , , , United States, , , , 
Neil Donnelly, 1254, 10.35, , , USA, , , , , , , , United States, , , , 
Marouane Abadlia, 1256, 10.33, , , FRA, , , , , , , , France, , , , 
Gabriel Tramolay, 1256, 10.33, , , FRA, , , , , , , , France, , , , 
Lucas Mondani, 1258, 10.22, , , SUI, , , , , , , , Switzerland, , , , 
Andres Aresson Sveinunggaard, 1259, 10.16, , , NOR, , , , , , , , Norway, , , , 
Ivan Otri Petursson, 1260, 10.15, , , ISL, , , , , , , , Iceland, , , , 
Willi Rautner, 1261, 10.11, , , AUT, , , , , , , , Austria, , , , 
Haruyuki Sakaguchi, 1262, 10.09, , , JPN, , , , , , , , Japan, , , , 
Koga Hasu, 1263, 10.09, , , JPN, , , , , , , , Japan, , , , 
Dia Balmer, 1264, 10.05, , , SUI, , , , , , , , Switzerland, , , , 
Phineas Jet Townsend, 1265, 10.04, , , USA, , , , , , , , United States, , , , 
Adam Cohen, 1266, 10.02, , , CAN, , , , , , , , Canada, , , , 
Jiri Latal, 1267, 10.01, , , CZE, , , , , , , , Czech Republic, , , , 
Alexander Strachan, 1268, 9.98, , , USA, , , , , , , , United States, , , , 
Kilian Schöndorfer, 1269, 9.97, , , GER, , , , , , , , Germany, , , , 
Ludwig Von Hurter, 1270, 9.94, , , GER, , , , , , , , Germany, , , , 
Tobias Grübl, 1271, 9.91, , , AUT, , , , , , , , Austria, , , , 
Felix Meier, 1272, 9.89, , , SUI, , , , , , , , Switzerland, , , , 
Jacob Kucharski, 1273, 9.78, , , USA, , , , , , , , United States, , , , 
Rei Shimazaki, 1274, 9.76, , , JPN, , , , , , , , Japan, , , , 
Antoine Grand, 1274, 9.76, , , FRA, , , , , , , , France, , , , 
Dea Manel Imper, 1276, 9.72, , , SUI, , , , , , , , Switzerland, , , , 
Mitchell Schroeder, 1277, 9.65, , , USA, , , , , , , , United States, , , , 
Emmit Desjardins, 1278, 9.65, , , CAN, , , , , , , , Canada, , , , 
Gion Schröter, 1279, 9.63, , , SUI, , , , , , , , Switzerland, , , , 
Julian Kandler, 1280, 9.61, , , AUT, , , , , , , , Austria, , , , 
Benedikt Snaer Hauksson, 1281, 9.6, , , ISL, , , , , , , , Iceland, , , , 
Takaya Higuchi, 1282, 9.56, , , JPN, , , , , , , , Japan, , , , 
Koen Rinehart, 1282, 9.56, , , USA, , , , , , , , United States, , , , 
Finn Schmitz, 1284, 9.56, , , GER, , , , , , , , Germany, , , , 
Reinhard Karrer, 1285, 9.54, , , AUT, , , , , , , , Austria, , , , 
Kameron Zurek, 1286, 9.53, , , USA, , , , , , , , United States, , , , 
Noah Thorkelsson, 1287, 9.48, , , NOR, , , , , , , , Norway, , , , 
Kaisei Tanaka, 1288, 9.43, , , JPN, , , , , , , , Japan, , , , 
Jimi Kauppila, 1289, 9.38, , , FIN, , , , , , , , Finland, , , , 
Sawyer Riley, 1290, 9.37, , , USA, , , , , , , , United States, , , , 
Kai Holden, 1291, 9.35, , , CAN, , , , , , , , Canada, , , , 
Severin Bachmann, 1292, 9.31, , , GER, , , , , , , , Germany, , , , 
Owen O Neill, 1293, 9.28, , , USA, , , , , , , , United States, , , , 
Johny Golinczak, 1294, 9.25, , , POL, , , , , , , , Poland, , , , 
Eliott Delignieres, 1294, 9.25, , , FRA, , , , , , , , France, , , , 
Issei Uehara, 1296, 9.21, , , JPN, , , , , , , , Japan, , , , 
Blai Tane, 1297, 9.14, , , ESP, , , , , , , , Spain, , , , 
Justin Motty, 1298, 9.11, , , CAN, , , , , , , , Canada, , , , 
Robin Zuercher, 1299, 9.07, , , SUI, , , , , , , , Switzerland, , , , 
Hakuto Kitayama, 1300, 9.03, , , JPN, , , , , , , , Japan, , , , 
Ghady Aoun, 0, , , , LIB, , , , , , , , , , , , 
Niccolo Limonta, 1301, 8.99, , , ITA, , , , , , , , Italy, , , , 
Ondrej Kucirek, 1301, 8.99, , , CZE, , , , , , , , Czech Republic, , , , 
Ulrich Kristiansen Rue, 1304, 8.95, , , NOR, , , , , , , , Norway, , , , 
Remy Staib, 1305, 8.91, , , SUI, , , , , , , , Switzerland, , , , 
Nathan M-Wilcox, 1306, 8.9, , , CAN, , , , , , , , Canada, , , , 
Valentin Santillan Alonso, 1307, 8.89, , , ARG, , , , , , , , Argentina, , , , 
Sho Yasuda, 1308, 8.88, , , JPN, , , , , , , , Japan, , , , 
Uta Yanagihara, 1309, 8.86, , , JPN, , , , , , , , Japan, , , , 
Quinn Bachman, 1310, 8.84, , , CAN, , , , , , , , Canada, , , , 
Brandon Woyjeck, 1311, 8.83, , , USA, , , , , , , , United States, , , , 
Haku Miyamura, 1312, 8.79, , , JPN, , , , , , , , Japan, , , , 
Leonardo Saraiva, 1313, 8.74, , , SUI, , , , , , , , Switzerland, , , , 
Filippo Colombo, 1314, 8.7, , , ITA, , , , , , , , Italy, , , , 
Drosos Karafyllias, 1315, 8.69, , , GRE, , , , , , , , GRE, , , , 
Alberto Praturion, 1316, 8.67, , , AUT, , , , , , , , Austria, , , , 
Petro Rautnik, 1316, 8.67, , , AUT, , , , , , , , Austria, , , , 
Robin Valdmets, 1318, 8.65, , , FIN, , , , , , , , Finland, , , , 
Maximilian De Boer, 1318, 8.65, , , AUT, , , , , , , , Austria, , , , 
Xenofon Graikos, 1320, 8.64, , , GRE, , , , , , , , GRE, , , , 
Rinto Mikuni, 1321, 8.58, , , JPN, , , , , , , , Japan, , , , 
Finley Meyer, 1322, 8.58, , , SUI, , , , , , , , Switzerland, , , , 
Brady Seltzer, 1323, 8.56, , , CAN, , , , , , , , Canada, , , , 
Renner Fitzhugh, 1324, 8.55, , , USA, , , , , , , , United States, , , , 
Alberto Jezowicz, 1324, 8.55, , , AND, , , , , , , , Andorra, , , , 
Ho-Gwang Ok, 1326, 8.45, , 22, KOR, Goofy, , , , , , , Korea, Republic of, , , , 
Levin Hofmann, 1327, 8.42, , , SUI, , , , , , , , Switzerland, , , , 
Luukas Lehtinen, 1328, 8.38, , , FIN, , , , , , , , Finland, , , , 
Valtteri Paunonen, 1329, 8.36, , 30, FIN, , , , , , , , Finland, , , , 
Emile Beaulieu, 1330, 8.3, , , CAN, , , , , , , , Canada, , , , 
Yoshinori Konishi, 1331, 8.29, , , JPN, , , , , , , , Japan, , , , 
Jamiro Bontognali, 1332, 8.26, , , SUI, , , , , , , , Switzerland, , , , 
Nicholas Trouskie, 1333, 8.2, , , USA, , , , , , , , United States, , , , 
Joaquin Rodriguez, 1334, 8.19, , , ARG, , , , , , , , Argentina, , , , 
Jacob Tkachuck, 1335, 8.14, , , CAN, , , , , , , , Canada, , , , 
Efim Skvoznyakov, 1336, 8.09, , , RUS, , , , , , , , Russian Federation, , , , 
Gilberto Erb, 1336, 8.09, , , SUI, , , , , , , , Switzerland, , , , 
Yusei Yaehata, 1338, 8.03, , , JPN, , , , , , , , Japan, , , , 
Godai Yokosawa, 1339, 8.0, , , JPN, , , , , , , , Japan, , , , 
Tim Jossen, 1340, 7.99, , , SUI, , , , , , , , Switzerland, , , , 
Eli Hughes, 1340, 7.99, , , NZL, , , , , , , , New Zealand, , , , 
Mathise Zamora, 1342, 7.98, , , FRA, , , , , , , , France, , , , 
Joey Lake, 1343, 7.95, , , CAN, , , , , , , , Canada, , , , 
Ryota Suimitani, 1343, 7.95, , , JPN, , , , , , , , Japan, , , , 
Noa Ruckstuhl, 1345, 7.93, , , SUI, , , , , , , , Switzerland, , , , 
Takashi Aibe, 1346, 7.91, , , JPN, , , , , , , , Japan, , , , 
Sindre Flones, 1347, 7.87, , , NOR, , , , , , , , Norway, , , , 
Aiden Dotson, 1347, 7.87, , , USA, , , , , , , , United States, , , , 
Ian Henschel, 1349, 7.87, , , USA, , , , , , , , United States, , , , 
Keisuke Usami, 1350, 7.85, , , JPN, , , , , , , , Japan, , , , 
Tate Tulp, 1350, 7.85, , , USA, , , , , , , , United States, , , , 
Julius Hachemeyer, 1352, 7.84, , , AUT, , , , , , , , Austria, , , , 
Mickey Lane, 1353, 7.8, , , CAN, , , , , , , , Canada, , , , 
Shane Koeppe, 1354, 7.8, , , USA, , , , , , , , United States, , , , 
Mark Belianski, 1355, 7.79, , , USA, , , , , , , , United States, , , , 
Matteo Knoepfel, 1356, 7.77, , , SUI, , , , , , , , Switzerland, , , , 
Shimon Tanaka, 1357, 7.69, , , JPN, , , , , , , , Japan, , , , 
Hayden Thoreson, 1358, 7.66, , , USA, , , , , , , , United States, , , , 
Eddie Cahill, 1359, 7.61, , , SUI, , , , , , , , Switzerland, , , , 
Jonas Walli, 1360, 7.57, , , AUT, , , , , , , , Austria, , , , 
Moritz Krauer, 1361, 7.53, , , SUI, , , , , , , , Switzerland, , , , 
Riku Tomita, 1362, 7.52, , , JPN, , , , , , , , Japan, , , , 
Everest Kubick, 1363, 7.5, , , USA, , , , , , , , United States, , , , 
Jan Vogrin, 1364, 7.49, , , SLO, , , , , , , , SLO, , , , 
Morris Knöri, 1365, 7.44, , , SUI, , , , , , , , Switzerland, , , , 
Kosei Nomura, 1366, 7.43, , , JPN, , , , , , , , Japan, , , , 
Lauri Visuri, 1367, 7.43, , , FIN, , , , , , , , Finland, , , , 
Inigo De San Jose, 1368, 7.42, , , ESP, , , , , , , , Spain, , , , 
Manuele Carocci, 1369, 7.41, , , ITA, , , , , , , , Italy, , , , 
Eli Smari Johannsson, 1370, 7.4, , , ISL, , , , , , , , Iceland, , , , 
Luc Meijers, 1371, 7.33, , , NED, , , , , , , , NED, , , , 
Tomas Pitha, 1372, 7.29, , , CZE, , , , , , , , Czech Republic, , , , 
Max Schneider, 1373, 7.28, , , SUI, , , , , , , , Switzerland, , , , 
Naoki Chida, 1374, 7.19, , , JPN, , , , , , , , Japan, , , , 
Stephen McCarty, 1375, 7.16, , , USA, , , , , , , , United States, , , , 
Lincoln Squires, 1376, 7.16, , , CAN, , , , , , , , Canada, , , , 
Shinichi Goto, 1377, 7.15, , , JPN, , , , , , , , Japan, , , , 
Shu Ono, 1378, 7.15, , , JPN, , , , , , , , Japan, , , , 
Mathias Revelat, 1379, 7.14, , , FRA, , , , , , , , France, , , , 
Kieran Sayers, 1380, 7.14, , , CAN, , , , , , , , Canada, , , , 
Finn Ledergerber, 1381, 7.12, , , SUI, , , , , , , , Switzerland, , , , 
Alexander Ternelisnig, 1382, 7.08, , , AUT, , , , , , , , Austria, , , , 
Martti Livonen, 1383, 7.0, , , FIN, , , , , , , , Finland, , , , 
Paul Uhlmann-Birchmeier, 1384, 6.96, , , SUI, , , , , , , , Switzerland, , , , 
Carlos Seixas, 1384, 6.96, , , POR, , , , , , , , POR, , , , 
Emanuele Di Matteo, 1386, 6.89, , , ITA, , , , , , , , Italy, , , , 
Filip Aurell, 1386, 6.89, , , CZE, , , , , , , , Czech Republic, , , , 
Adria Soto, 1388, 6.88, , , ESP, , , , , , , , Spain, , , , 
Kazuya Koyama, 1389, 6.87, , , JPN, , , , , , , , Japan, , , , 
Yevhen Kondratskyi, 1390, 6.85, , , UKR, , , , , , , , Ukraine, , , , 
Enzo Maximiliano Lopez, 1390, 6.85, , , ARG, , , , , , , , Argentina, , , , 
Caleb MacDonald, 1392, 6.84, , , CAN, , , , , , , , Canada, , , , 
Ethan Brack, 1393, 6.82, , , USA, , , , , , , , United States, , , , 
Eric Ott, 1394, 6.8, , , GER, , , , , , , , Germany, , , , 
Emil Winnem Nestegaard, 1395, 6.76, , , NOR, , , , , , , , Norway, , , , 
Joseph Greenblatt, 1396, 6.72, , , USA, , , , , , , , United States, , , , 
Toth Benedek, 1397, 6.67, , , HUN, , , , , , , , Hungary, , , , 
Felix Babilon, 1398, 6.65, , , GER, , , , , , , , Germany, , , , 
Tim Lang, 1399, 6.63, , , SUI, , , , , , , , Switzerland, , , , 
Ivan Barth, 1400, 6.6, , , ARG, , , , , , , , Argentina, , , , 
Kokoro Yanagi, 1401, 6.59, , , JPN, , , , , , , , Japan, , , , 
Tuukka Jurva, 1402, 6.51, , , FIN, , , , , , , , Finland, , , , 
Sena Ito, 1403, 6.49, , , JPN, , , , , , , , Japan, , , , 
Kaleb Gibbs, 1404, 6.49, , , USA, , , , , , , , United States, , , , 
Phileas Platz, 1405, 6.47, , , CAN, , , , , , , , Canada, , , , 
Kohei Itokawa, 1406, 6.47, , , JPN, , , , , , , , Japan, , , , 
Alfonso Cordova, 1407, 6.41, , , ISL, , , , , , , , Iceland, , , , 
Leon Neugebauer, 1408, 6.39, , , AUT, , , , , , , , Austria, , , , 
Hoshun Tahara, 1409, 6.39, , , JPN, , , , , , , , Japan, , , , 
Riley Kurbis, 1410, 6.36, , , CAN, , , , , , , , Canada, , , , 
Lluc Lorenzo, 1411, 6.35, , , ESP, , , , , , , , Spain, , , , 
Luan Fitze, 1412, 6.31, , , SUI, , , , , , , , Switzerland, , , , 
Aksel Bye, 1413, 6.28, , , NOR, , , , , , , , Norway, , , , 
Takayuki Kobori, 1414, 6.23, , , JPN, , , , , , , , Japan, , , , 
Mees Oostdijk, 1415, 6.23, , , NED, , , , , , , , NED, , , , 
Benjamin Lyman, 1416, 6.16, , , USA, , , , , , , , United States, , , , 
Andrew Shelton, 1417, 6.15, , , USA, , , , , , , , United States, , , , 
Edoardo Castelluccia, 1418, 6.14, , , ITA, , , , , , , , Italy, , , , 
Cooper Jones, 1419, 6.11, , , USA, , , , , , , , United States, , , , 
Tim Thieffenat, 1420, 6.1, , , FRA, , , , , , , , France, , , , 
Nicolas Connell, 1421, 6.08, , , CAN, , , , , , , , Canada, , , , 
Maxime Erb, 1422, 5.99, , , SUI, , , , , , , , Switzerland, , , , 
Konstantin Erkaev, 1423, 5.95, , , RUS, , , , , , , , Russian Federation, , , , 
Maksim Cigovski, 1424, 5.94, , , MKD, , , , , , , , Macedonia, The Former Yugoslav Republic of, , , , 
Jakob Small, 1425, 5.93, , , USA, , , , , , , , United States, , , , 
Mahato Namba, 1426, 5.91, , , JPN, , , , , , , , Japan, , , , 
Mikiya Tanaka, 1427, 5.9, , , JPN, , , , , , , , Japan, , , , 
Nafez Tauk, 0, , , , LIB, , , , , , , , , , , , 
Pavel Orsag, 1428, 5.89, , , CZE, , , , , , , , Czech Republic, , , , 
Michael Clavel, 1428, 5.89, , , ITA, , , , , , , , Italy, , , , 
Nicholas Bodrug, 1431, 5.87, , , USA, , , , , , , , United States, , , , 
Eric Roig, 1432, 5.83, , , ESP, , , , , , , , Spain, , , , 
Oscar Maria Kohl, 1433, 5.83, , , SUI, , , , , , , , Switzerland, , , , 
Blake Bayer, 1433, 5.83, , , USA, , , , , , , , United States, , , , 
Pablo Marzelouski, 1435, 5.79, , , ESP, , , , , , , , Spain, , , , 
Kota Yoshida, 1436, 5.77, , , JPN, , , , , , , , Japan, , , , 
Koji Nomura, 1437, 5.76, , , JPN, , , , , , , , Japan, , , , 
Kenshin Kiyota, 1438, 5.69, , , JPN, , , , , , , , Japan, , , , 
Ethan Melanson, 1439, 5.68, , , CAN, , , , , , , , Canada, , , , 
Nico Felix, 1440, 5.66, , , SUI, , , , , , , , Switzerland, , , , 
Jakob Fuksik, 1441, 5.64, , , GER, , , , , , , , Germany, , , , 
Osku Rutonen, 1442, 5.63, , , FIN, , , , , , , , Finland, , , , 
David Tributsch, 1443, 5.55, , , AUT, , , , , , , , Austria, , , , 
Jarek Stanek, 1444, 5.55, , , FIN, , , , , , , , Finland, , , , 
Mattia Roeoesli, 1445, 5.53, , , SUI, , , , , , , , Switzerland, , , , 
Mario Ranninger, 1446, 5.51, , , AUT, , , , , , , , Austria, , , , 
Max Müller, 1447, 5.5, , , SUI, , , , , , , , Switzerland, , , , 
Declan Voegtle, 1448, 5.5, , , USA, , , , , , , , United States, , , , 
Shoma Hatano, 1449, 5.48, , , JPN, , , , , , , , Japan, , , , 
Owen Ewasllo, 1450, 5.42, , , CAN, , , , , , , , Canada, , , , 
Owen Charron, 1451, 5.37, , , CAN, , , , , , , , Canada, , , , 
Thore Bottcher, 1452, 5.35, , , NOR, , , , , , , , Norway, , , , 
