lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter, rider_concat_id, 
Weiglin,  Tristan, 1064, 17.41, , , CAN, canada, , , , , , , , tristanweiglincan, 
Cedillo,  Marc, 1065, 17.35, , , ESP, spain, , , , , , , , marccedilloesp, 
Hughes,  Leeto, 1066, 17.3, , , NZL, new zealand, , , , , , , , leetohughesnzl, 
Pike,  Daniel, 1067, 17.24, , 15, CAN, canada, , , , , , , , danielpikecan, 
Hanslik,  Jonas, 1068, 17.16, , , GER, germany, , , , , , , , jonashanslikger, 
Cooper,  Cash, 1069, 17.03, , 12, CAN, canada, , , , , , , , cashcoopercan, 
Haapalainen,  Juho-Matti, 1070, 17.03, , 32, FIN, finland, , , , , , , , juho-mattihaapalainenfin, 
Kramer,  Nils, 1071, 16.98, , , SUI, switzerland, , , , , , , , nilskramersui, 
Malsub,  Marko, 1072, 16.93, , , EST, estonia, , , , , , , , markomalsubest, 
Jurva,  Veeti, 1073, 16.91, , , FIN, finland, , , , , , , , veetijurvafin, 
Morris,  Blake, 1074, 16.82, , 10, CAN, canada, , , , , , , , blakemorriscan, 
Brunner,  Pawel, 1075, 16.77, , , SUI, switzerland, , , , , , , , pawelbrunnersui, 
Oberlander,  Drew, 1075, 16.77, , , USA, united states, , , , , , , , drewoberlanderusa, 
Pasutto,  Dominick, 1077, 16.74, , , CAN, canada, , , , , , , , dominickpasuttocan, 
Cardinaels,  Rhune, 1078, 16.73, , , BEL, belgium, , , , , , , , rhunecardinaelsbel, 
Sunaga,  Haruto, 1079, 16.73, , , JPN, japan, , , , , , , , harutosunagajpn, 
Yevhen,  Kondratskyi, 1080, 16.69, , , UKR, ukraine, , , , , , , , kondratskyiyevhenukr, 
Gratton,  Ashton, 1081, 16.59, , , CAN, canada, , , , , , , , ashtongrattoncan, 
Yamane,  Taisuke, 1082, 16.57, , , JPN, japan, , , , , , , , taisukeyamanejpn, 
Lackey,  Curtis, 1083, 16.53, , , USA, united states, , , , , , , , curtislackeyusa, 
Trepp,  Niccolo, 1084, 16.47, , , SUI, switzerland, , , , , , , , niccolotreppsui, 
Forner Maye,  Edgar, 1085, 16.43, , , ESP, spain, , , , , , , , edgarforner mayeesp, 
Irlandini,  Gabriel, 1086, 16.43, , , BRA, brazil, , , , , , , , gabrielirlandinibra, 
Bond,  George, 1087, 16.36, , , USA, united states, , , , , , , , georgebondusa, 
Urbanski,  Patryk, 1088, 16.35, , , POL, poland, , , , , , , , patrykurbanskipol, 
Arai,  Haruto, 1089, 16.33, , , JPN, japan, , , , , , , , harutoaraijpn, 
Campbell,  Fraser, 1090, 16.27, , , USA, united states, , , , , , , , frasercampbellusa, 
Kawamura,  Masanobu, 1091, 16.23, , , JPN, japan, , , , , , , , masanobukawamurajpn, 
Bayo,  Oriol, 1092, 16.21, , , ESP, spain, , , , , , , , oriolbayoesp, 
Humeny,  Kasen, 1093, 16.21, , 16, CAN, canada, , , , , , , , kasenhumenycan, 
Garcia Sune,  Manel, 1094, 16.17, , , AND, andorra, , , , , , , , manelgarcia suneand, 
Maeda,  Keizo, 1095, 16.13, , , JPN, japan, , , , , , , , keizomaedajpn, 
Wirtitsch,  Walter, 1096, 16.11, , , AUT, austria, , , , , , , , walterwirtitschaut, 
Vötsch,  Robert, 1097, 16.07, , , AUT, austria, , , , , , , , robertvötschaut, 
Nieto,  Leo, 1098, 16.05, , , FRA, france, , , , , , , , leonietofra, 
Hamlin,  Jamie, 1099, 15.96, , , USA, united states, , , , , , , , jamiehamlinusa, 
Murphy,  Sebastian, 1100, 15.83, , 13, CAN, canada, , , , , , , , sebastianmurphycan, 
Millinger,  Damian, 1101, 15.64, , , GER, germany, , , , , , , , damianmillingerger, 
Susicky,  Ondrej, 1102, 15.58, , , CZE, czech republic, , , , , , , , ondrejsusickycze, 
Zilio,  Matteo, 1102, 15.58, , , ITA, italy, , , , , , , , matteozilioita, 
De Vries,  Joel, 1104, 15.5, , , NED, ned, , , , , , , , joelde vriesned, 
Postal,  Silas, 1105, 15.48, , 12, CAN, canada, , , , , , , , silaspostalcan, 
Sigurdsson,  Oddur Vilberg, 1106, 15.47, , , ISL, iceland, , , , , , , , oddur vilbergsigurdssonisl, 
Lemark,  Niko, 1107, 15.45, , , AUT, austria, , , , , , , , nikolemarkaut, 
Legac,  Vid, 1108, 15.41, , , CRO, cro, , , , , , , , vidlegaccro, 
Posio,  Pyry, 1109, 15.4, , , FIN, finland, , , , , , , , pyryposiofin, 
Wakushima,  Anru, 1110, 15.38, , , NZL, new zealand, , , , , , , , anruwakushimanzl, 
Fankhauser,  Patrick, 1111, 15.33, , , AUT, austria, , , , , , , , patrickfankhauseraut, 
Zürcher,  Mischa, 1112, 15.24, , , SUI, switzerland, , , , , , , , mischazürchersui, 
Rejina,  Kirua, 1113, 15.21, , , JPN, japan, , , , , , , , kiruarejinajpn, 
Kahl,  Grady, 1114, 15.17, , , CAN, canada, , , , , , , , gradykahlcan, 
Briol,  Corentin, 1114, 15.17, , , FRA, france, , , , , , , , corentinbriolfra, 
Yoshida,  Tatsuki, 1116, 15.14, , , JPN, japan, , , , , , , , tatsukiyoshidajpn, 
Gelvezon,  Callum, 1117, 15.08, , , USA, united states, , , , , , , , callumgelvezonusa, 
Zehetmaier,  Felix, 1118, 15.07, , , GER, germany, , , , , , , , felixzehetmaierger, 
De Martin,  Tommy, 1119, 14.9, , , ITA, italy, , , , , , , , tommyde martinita, 
Gislason,  Ari Eyland, 1120, 14.87, , , ISL, iceland, , , , , , , , ari eylandgislasonisl, 
Pardo,  Falcundo, 1121, 14.85, , , ARG, argentina, , , , , , , , falcundopardoarg, 
Graikos,  Dimitrios, 1122, 14.79, , , GRE, gre, , , , , , , , dimitriosgraikosgre, 
Lee,  James, 1123, 14.78, , , GBR, united kingdom, , , , , , , , jamesleegbr, 
Bello,  Francisco, 1124, 14.78, , , ARG, argentina, , , , , , , , franciscobelloarg, 
Reitmann,  Michael, 1125, 14.77, , , AUT, austria, , , , , , , , michaelreitmannaut, 
Scherman,  Levi, 1126, 14.74, , , CAN, canada, , , , , , , , levischermancan, 
Kalinin,  Kirill, 1127, 14.71, , , RUS, russian federation, , , , , , , , kirillkalininrus, 
Kurankou,  Nikita, 1128, 14.59, , , BLR, belarus, , , , , , , , nikitakurankoublr, 
Stalder,  Timon, 1129, 14.58, , , SUI, switzerland, , , , , , , , timonstaldersui, 
Markelji,  Voluk, 1130, 14.57, , , SLO, slo, , , , , , , , volukmarkeljislo, 
Kimoto,  Raito, 1131, 14.46, , , JPN, japan, , , , , , , , raitokimotojpn, 
Serbu,  Nick, 1132, 14.44, , , CAN, canada, , , , , , , , nickserbucan, 
Endo,  Airu, 1133, 14.42, , , JPN, japan, , , , , , , , airuendojpn, 
Hayen,  Blake, 1134, 14.41, , , USA, united states, , , , , , , , blakehayenusa, 
Kato,  Keisuke, 1135, 14.39, , , JPN, japan, , , , , , , , keisukekatojpn, 
Aberhart,  Holden, 1136, 14.34, , 13, CAN, canada, , , , , , , , holdenaberhartcan, 
Zürni,  Danjamin, 1137, 14.29, , , SUI, switzerland, , , , , , , , danjaminzürnisui, 
Roberts,  Ocean, 1138, 14.28, , 19, AUS, australia, , , Jindabyne, , , , , oceanrobertsaus, 
Lopez Arruebo,  Xavier, 1139, 14.26, , , AND, andorra, , , , , , , , xavierlopez arrueboand, 
De San Jose,  Bruno, 1140, 14.23, , , ESP, spain, , , , , , , , brunode san joseesp, 
Ranger,  Austin, 1141, 14.22, , , CAN, canada, , , , , , , , austinrangercan, 
Popma,  Erik, 1142, 14.06, , 12, CAN, canada, , , , , , , , erikpopmacan, 
Ineichen,  Leander, 1143, 14.02, , 12, SUI, switzerland, Goofy, , Baeretswil, , , , , leanderineichensui, 
Woodworth,  Colby, 1143, 14.02, , , CAN, canada, , , , , , , , colbywoodworthcan, 
Jurmu,  Erik, 1145, 14.02, , , FIN, finland, , , , , , , , erikjurmufin, 
Nagara,  Hiroaki, 1146, 14.0, , , JPN, japan, , , , , , , , hiroakinagarajpn, 
Bradic,  Bosko, 1147, 13.94, , , SRB, serbia, , , , , , , , boskobradicsrb, 
Medernach,  Cullan, 1148, 13.93, , , CAN, canada, , , , , , , , cullanmedernachcan, 
Tosi,  Francesco, 1149, 13.81, , , ITA, italy, , , , , , , , francescotosiita, 
Kato,  Taiga, 1150, 13.81, , , JPN, japan, , , , , , , , taigakatojpn, 
Hitz,  Nando, 1151, 13.77, , , SUI, switzerland, , , , , , , , nandohitzsui, 
Krauskopf,  Toan, 1152, 13.74, , , CAN, canada, , , , , , , , toankrauskopfcan, 
Amano,  Seita, 1153, 13.72, , , JPN, japan, , , , , , , , seitaamanojpn, 
Bouzanne,  Gabin, 1154, 13.68, , , FRA, france, , , , , , , , gabinbouzannefra, 
Maruyama,  Ichinoshin, 1155, 13.6, , , JPN, japan, , , , , , , , ichinoshinmaruyamajpn, 
Eder,  Max, 1156, 13.57, , , AUT, austria, , , , , , , , maxederaut, 
Melliger,  Zoel Iago, 1157, 13.53, , , SUI, switzerland, , , , , , , , zoel iagomelligersui, 
Riordan,  Annan, 1158, 13.52, , , USA, united states, , , , , , , , annanriordanusa, 
McDonald,  Jason, 1159, 13.44, , , USA, united states, , , , , , , , jasonmcdonaldusa, 
Weiglin,  Owen, 1160, 13.42, , , CAN, canada, , , , , , , , owenweiglincan, 
Saito,  Tomoyuki, 1161, 13.4, , , JPN, japan, , , , , , , , tomoyukisaitojpn, 
Wieser,  Felix, 1162, 13.39, , , AUT, austria, , , , , , , , felixwieseraut, 
Starkey,  Ben, 1162, 13.39, , , GBR, united kingdom, , , , , , , , benstarkeygbr, 
Oddsteinsson,  Arni Dagur, 1164, 13.36, , , ISL, iceland, , , , , , , , arni daguroddsteinssonisl, 
Molina,  Carlos, 1165, 13.35, , , AND, andorra, , , , , , , , carlosmolinaand, 
Waldvogel,  Giona, 1166, 13.31, , , SUI, switzerland, , , , , , , , gionawaldvogelsui, 
Danzl,  Gus, 1167, 13.28, , , AUT, austria, , , , , , , , gusdanzlaut, 
Edmonds,  Reese, 1168, 13.23, , , USA, united states, , , , , , , , reeseedmondsusa, 
Malsub,  Oliver, 1169, 13.15, , , EST, estonia, , , , , , , , olivermalsubest, 
Spirig,  Lars, 1170, 13.09, , , SUI, switzerland, , , , , , , , larsspirigsui, 
Yamamoto,  Kairi, 1171, 13.03, , , JPN, japan, , , , , , , , kairiyamamotojpn, 
Lheureux,  Madax, 1172, 12.96, , , CAN, canada, , , , , , , , madaxlheureuxcan, 
Senner,  Joseph, 1173, 12.92, , , USA, united states, , , , , , , , josephsennerusa, 
Pünter,  Tom, 1174, 12.88, , , SUI, switzerland, , , , , , , , tompüntersui, 
Imai,  Shuta, 1175, 12.76, , , JPN, japan, , , , , , , , shutaimaijpn, 
Manninen,  Onni, 1176, 12.74, , , FIN, finland, , , , , , , , onnimanninenfin, 
Kim,  Taewook, 1177, 12.71, , , KOR, korea, , , , , , , , taewookkimkor, 
Tio,  Anton, 1178, 12.71, , , CAN, canada, , , , , , , , antontiocan, 
Gelvezon,  Makai, 1179, 12.7, , , USA, united states, , , , , , , , makaigelvezonusa, 
Schütz,  Raffael, 1180, 12.68, , , SUI, switzerland, , , , , , , , raffaelschützsui, 
Omura,  Yuki, 1181, 12.56, , , JPN, japan, , , , , , , , yukiomurajpn, 
Avino,  Max, 1182, 12.54, , , ESP, spain, , , , , , , , maxavinoesp, 
Pirolli,  Ugo, 1183, 12.54, , , FRA, france, , , , , , , , ugopirollifra, 
Eybord,  Madec, 1183, 12.54, , , FRA, france, , , , , , , , madeceybordfra, 
Veselinor,  Mario, 1185, 12.51, , , BUL, bul, , , , , , , , marioveselinorbul, 
Koppenberg,  Luca, 1185, 12.51, , , SUI, switzerland, , , , , , , , lucakoppenbergsui, 
Lugg,  Nicolas, 1187, 12.48, , , SUI, switzerland, , , , , , , , nicolasluggsui, 
Jogna-Prat,  Francesco, 1188, 12.44, , , ITA, italy, , , , , , , , francescojogna-pratita, 
Boesl,  Benedikt, 1189, 12.44, , , GER, germany, , , , , , , , benediktboeslger, 
Siadanau,  Ihnat, 1190, 12.4, , , BLR, belarus, , , , , , , , ihnatsiadanaublr, 
Urbina,  Facundo, 1191, 12.36, , , ARG, argentina, , , , , , , , facundourbinaarg, 
Belfrond,  Simone, 1192, 12.21, , , ITA, italy, , , , , , , , simonebelfrondita, 
Hubner,  Rhett, 1193, 12.21, , 13, CAN, canada, , , , , , , , rhetthubnercan, 
Dai,  Yuyang, 1194, 12.2, , , CHN, china, , , , , , , , yuyangdaichn, 
Uchikata,  Shusuke, 1195, 12.18, , , JPN, japan, , , , , , , , shusukeuchikatajpn, 
Dapit,  Riccardo, 1196, 12.15, , , AUT, austria, , , , , , , , riccardodapitaut, 
Da Cruz Antequera,  Mario, 1197, 12.0, , , AND, andorra, , , , , , , , marioda cruz antequeraand, 
Dirksen,  Curtis, 1198, 11.97, , , CAN, canada, , , , , , , , curtisdirksencan, 
Riedl,  Arne, 1199, 11.96, , , GER, germany, , , , , , , , arneriedlger, 
Fujisawa,  Tomoki, 1199, 11.96, , , JPN, japan, , , , , , , , tomokifujisawajpn, 
Edamatsu,  Kazuhito, 1201, 11.94, , , JPN, japan, , , , , , , , kazuhitoedamatsujpn, 
Mallinson,  Jack, 1202, 11.93, , , CAN, canada, , , , , , , , jackmallinsoncan, 
Broadbent,  Leon, 1203, 11.92, , , SUI, switzerland, , , , , , , , leonbroadbentsui, 
Humphreys,  Asher, 1204, 11.87, Breckenridge Resort | Burton Snowboards | , 24, USA, united states, Goofy, , Breckenridge, Breckenridge Reosrt, , https://www.facebook.com/asher.humphreys, www.twitter.com/asherhumphreys, asherhumphreysusa, 
Mathisen,  Marius, 1205, 11.85, , , NOR, norway, , , , , , , , mariusmathisennor, 
Pastor,  Manuel, 1206, 11.79, , , ESP, spain, , , , , , , , manuelpastoresp, 
Bucher,  Finn, 1207, 11.75, , , SUI, switzerland, , , , , , , , finnbuchersui, 
Soelter,  Gavin, 1208, 11.73, , , USA, united states, , , , , , , , gavinsoelterusa, 
Sofronov,  Vlad, 1209, 11.72, , , UKR, ukraine, , , , , , , , vladsofronovukr, 
Goepel,  Max, 1210, 11.69, , , GER, germany, , , , , , , , maxgoepelger, 
Howell,  Finn, 1211, 11.64, , , CAN, canada, , , , , , , , finnhowellcan, 
Uehara,  Kankuro, 1211, 11.64, , , JPN, japan, , , , , , , , kankuroueharajpn, 
Komori,  Yuya, 1213, 11.58, , , JPN, japan, , , , , , , , yuyakomorijpn, 
Pickard,  Andrew, 1214, 11.57, , , BEL, belgium, , , , , , , , andrewpickardbel, 
Still,  Veeti, 1215, 11.55, , , FIN, finland, , , , , , , , veetistillfin, 
Kaneko,  Yuta, 1216, 11.5, , , JPN, japan, , , , , , , , yutakanekojpn, 
Bunnell,  Estin, 1217, 11.44, , , USA, united states, , , , , , , , estinbunnellusa, 
Inagaki,  Shohei, 1218, 11.43, , , JPN, japan, , , , , , , , shoheiinagakijpn, 
Ozbey,  Resman, 1218, 11.43, , , AUT, austria, , , , , , , , resmanozbeyaut, 
Antraygues,  Zachary, 1220, 11.43, , , FRA, france, , , , , , , , zacharyantrayguesfra, 
Eberhard,  Pierin-Andriu, 1221, 11.39, , , SUI, switzerland, , , , , , , , pierin-andriueberhardsui, 
Moresi,  Rocco, 1222, 11.35, , , ITA, italy, , , , , , , , roccomoresiita, 
Kalenda,  Filip, 1223, 11.35, , , CZE, czech republic, , , , , , , , filipkalendacze, 
Chisholm,  Daniel, 1224, 11.32, , 10, CAN, canada, , , , , , , , danielchisholmcan, 
Suggitt,  Brett, 1225, 11.31, , , CAN, canada, , , , , , , , brettsuggittcan, 
Borders,  Chase, 1226, 11.28, , , USA, united states, , , , , , , , chasebordersusa, 
French,  Matthew, 1227, 11.25, , , USA, united states, , , , , , , , matthewfrenchusa, 
Haino,  Neo, 1228, 11.08, , , JPN, japan, , , , , , , , neohainojpn, 
Belmudes,  Maxence, 1229, 11.07, , , FRA, france, , , , , , , , maxencebelmudesfra, 
Somaini,  Dario, 1230, 11.05, , , SUI, switzerland, , , , , , , , dariosomainisui, 
Hori,  Ryosuke, 1231, 11.04, , , JPN, japan, , , , , , , , ryosukehorijpn, 
Klapal,  Martin, 1232, 11.01, , , CZE, czech republic, , , , , , , , martinklapalcze, 
Minarovic,  Mathias, 1233, 10.97, , , AUT, austria, , , , , , , , mathiasminarovicaut, 
Schelling,  Alex, 1234, 10.91, , , SUI, switzerland, , , , , , , , alexschellingsui, 
Nakagawa,  Amira, 1235, 10.89, , , JPN, japan, , , , , , , , amiranakagawajpn, 
Jörg,  Matti, 1236, 10.88, , , SUI, switzerland, , , , , , , , mattijörgsui, 
Cowan,  Taitten, 1237, 10.85, , , USA, united states, , , , , , , , taittencowanusa, 
Schneiderle,  Jens, 1237, 10.85, , , GER, germany, , , , , , , , jensschneiderleger, 
Nakai,  Hiroto, 1239, 10.83, , , JPN, japan, , , , , , , , hirotonakaijpn, 
Regina,  Killua, 1240, 10.75, , , JPN, japan, , , , , , , , killuareginajpn, 
Tunaal Walker,  Oskar, 1240, 10.75, , , NOR, norway, , , , , , , , oskartunaal walkernor, 
Kamata,  Shojin, 1242, 10.74, , , JPN, japan, , , , , , , , shojinkamatajpn, 
Marteinsson,  Magnthor Oddur, 1243, 10.73, , , ISL, iceland, , , , , , , , magnthor oddurmarteinssonisl, 
Haberzettl,  Jasper, 1244, 10.71, , , GER, germany, , , , , , , , jasperhaberzettlger, 
Tasaki,  Shun, 1245, 10.69, , , JPN, japan, , , , , , , , shuntasakijpn, 
Gustaffson,  Tim Olof, 1246, 10.6, , , NOR, norway, , , , , , , , tim olofgustaffsonnor, 
Netrh,  Jiri, 1247, 10.56, , , CZE, czech republic, , , , , , , , jirinetrhcze, 
Salkeld,  Florin, 1248, 10.55, , , SUI, switzerland, , , , , , , , florinsalkeldsui, 
Horak,  Petr, 1249, 10.5, DC | Go Pro Cameras | Quiksilver | Union Bindings | , 29, CZE, czech republic, Regular, 170cm, Brakov, pindleruv Mlýn, https://www.facebook.com/PetrHorisHorak, Petr Horis Horák, , petrhorakcze, 
Eidsson,  Arnar Smari, 1250, 10.49, , , ISL, iceland, , , , , , , , arnar smarieidssonisl, 
Coe,  Brayden, 1251, 10.45, , 17, CAN, canada, , , , , , , , braydencoecan, 
Silander,  Aarre, 1252, 10.44, , , FIN, finland, , , , , , , , aarresilanderfin, 
Duty,  Braden, 1252, 10.44, , , USA, united states, , , , , , , , bradendutyusa, 
Giovannini,  Federico, 1254, 10.43, , , ITA, italy, , , , , , , , federicogiovanniniita, 
Biele,  Nico, 1255, 10.38, , , SUI, switzerland, , , , , , , , nicobielesui, 
Robertson,  Chase, 1256, 10.36, , , CAN, canada, , , , , , , , chaserobertsoncan, 
Zehren,  Oskar, 1257, 10.35, , , USA, united states, , , , , , , , oskarzehrenusa, 
Donnelly,  Neil, 1257, 10.35, , , USA, united states, , , , , , , , neildonnellyusa, 
Abadlia,  Marouane, 1259, 10.33, , , FRA, france, , , , , , , , marouaneabadliafra, 
Tramolay,  Gabriel, 1259, 10.33, , , FRA, france, , , , , , , , gabrieltramolayfra, 
Mondani,  Lucas, 1261, 10.22, , , SUI, switzerland, , , , , , , , lucasmondanisui, 
Aresson Sveinunggaard,  Andres, 1262, 10.16, , , NOR, norway, , , , , , , , andresaresson sveinunggaardnor, 
Petursson,  Ivan Otri, 1263, 10.15, , , ISL, iceland, , , , , , , , ivan otripeturssonisl, 
Rautner,  Willi, 1264, 10.11, , , AUT, austria, , , , , , , , willirautneraut, 
Sakaguchi,  Haruyuki, 1265, 10.09, , , JPN, japan, , , , , , , , haruyukisakaguchijpn, 
Hasu,  Koga, 1266, 10.09, , , JPN, japan, , , , , , , , kogahasujpn, 
Balmer,  Dia, 1267, 10.05, , , SUI, switzerland, , , , , , , , diabalmersui, 
Townsend,  Phineas Jet, 1268, 10.04, , , USA, united states, , , , , , , , phineas jettownsendusa, 
Cohen,  Adam, 1269, 10.02, , 18, CAN, canada, , , , , , , , adamcohencan, 
Latal,  Jiri, 1270, 10.01, , , CZE, czech republic, , , , , , , , jirilatalcze, 
Strachan,  Alexander, 1271, 9.98, , , USA, united states, , , , , , , , alexanderstrachanusa, 
Schöndorfer,  Kilian, 1272, 9.97, , , GER, germany, , , , , , , , kilianschöndorferger, 
Von Hurter,  Ludwig, 1273, 9.94, , , GER, germany, , , , , , , , ludwigvon hurterger, 
Groebl,  Tobias, 1274, 9.91, , , AUT, austria, , , , , , , , tobiasgroeblaut, 
Meier,  Felix, 1275, 9.89, , , SUI, switzerland, , , , , , , , felixmeiersui, 
Kucharski,  Jacob, 1276, 9.78, , , USA, united states, , , , , , , , jacobkucharskiusa, 
Shimazaki,  Rei, 1277, 9.76, , , JPN, japan, , , , , , , , reishimazakijpn, 
Grand,  Antoine, 1277, 9.76, , , FRA, france, , , , , , , , antoinegrandfra, 
Imper,  Dea Manel, 1279, 9.72, , , SUI, switzerland, , , , , , , , dea manelimpersui, 
Schroeder,  Mitchell, 1280, 9.65, , , USA, united states, , , , , , , , mitchellschroederusa, 
Desjardins,  Emmit, 1281, 9.65, , 14, CAN, canada, , , , , , , , emmitdesjardinscan, 
Schroeter,  Gion, 1282, 9.63, , , SUI, switzerland, , , , , , , , gionschroetersui, 
Kandler,  Julian, 1283, 9.61, , , AUT, austria, , , , , , , , juliankandleraut, 
Hauksson,  Benedikt Snaer, 1284, 9.6, , , ISL, iceland, , , , , , , , benedikt snaerhaukssonisl, 
Higuchi,  Takaya, 1285, 9.56, , , JPN, japan, , , , , , , , takayahiguchijpn, 
Rinehart,  Koen, 1285, 9.56, , , USA, united states, , , , , , , , koenrinehartusa, 
Schmitz,  Finn, 1287, 9.56, , , GER, germany, , , , , , , , finnschmitzger, 
Karrer,  Reinhard, 1288, 9.54, , , AUT, austria, , , , , , , , reinhardkarreraut, 
Zurek,  Kameron, 1289, 9.53, , , USA, united states, , , , , , , , kameronzurekusa, 
Thorkelsson,  Noah, 1290, 9.48, , , NOR, norway, , , , , , , , noahthorkelssonnor, 
Tanaka,  Kaisei, 1291, 9.43, , , JPN, japan, , , , , , , , kaiseitanakajpn, 
Kauppila,  Jimi, 1292, 9.38, , , FIN, finland, , , , , , , , jimikauppilafin, 
Riley,  Sawyer, 1293, 9.37, , , USA, united states, , , , , , , , sawyerrileyusa, 
Holden,  Kai, 1294, 9.35, , , CAN, canada, , , , , , , , kaiholdencan, 
Bachmann,  Severin, 1295, 9.31, , , GER, germany, , , , , , , , severinbachmannger, 
O Neill,  Owen, 1296, 9.28, , , USA, united states, , , , , , , , oweno neillusa, 
Golinczak,  Johny, 1297, 9.25, , , POL, poland, , , , , , , , johnygolinczakpol, 
Delignieres,  Eliott, 1297, 9.25, , , FRA, france, , , , , , , , eliottdelignieresfra, 
Uehara,  Issei, 1299, 9.21, , , JPN, japan, , , , , , , , isseiueharajpn, 
Tane,  Blai, 1300, 9.14, , , ESP, spain, , , , , , , , blaitaneesp, 
Motty,  Justin, 1301, 9.11, , , CAN, canada, , , , , , , , justinmottycan, 
Zürcher,  Robin, 1302, 9.07, , , SUI, switzerland, , , , , , , , robinzürchersui, 
Kitayama,  Hakuto, 1303, 9.03, , , JPN, japan, , , , , , , , hakutokitayamajpn, 
Aoun,  Ghady, 1304, 8.99, , , LIB, , , , , , , , , ghadyaoun, 
Limonta,  Niccolo, 1304, 8.99, , , ITA, italy, , , , , , , , niccololimontaita, 
Kucirek,  Ondrej, 1304, 8.99, , , CZE, czech republic, , , , , , , , ondrejkucirekcze, 
Kristiansen Rue,  Ulrich, 1307, 8.95, , , NOR, norway, , , , , , , , ulrichkristiansen ruenor, 
Staib,  Remy, 1308, 8.91, , , SUI, switzerland, , , , , , , , remystaibsui, 
M-Wilcox,  Nathan, 1309, 8.9, , , CAN, canada, , , , , , , , nathanm-wilcoxcan, 
Santillan Alonso,  Valentin, 1310, 8.89, , , ARG, argentina, , , , , , , , valentinsantillan alonsoarg, 
Yasuda,  Sho, 1311, 8.88, , , JPN, japan, , , , , , , , shoyasudajpn, 
Yanagihara,  Uta, 1312, 8.86, , , JPN, japan, , , , , , , , utayanagiharajpn, 
Bachman,  Quinn, 1313, 8.84, , 15, CAN, canada, , , , , , , , quinnbachmancan, 
Woyjeck,  Brandon, 1314, 8.83, , , USA, united states, , , , , , , , brandonwoyjeckusa, 
Miyamura,  Haku, 1315, 8.79, , , JPN, japan, , , , , , , , hakumiyamurajpn, 
Saraiva,  Leonardo, 1316, 8.74, , , SUI, switzerland, , , , , , , , leonardosaraivasui, 
Colombo,  Filippo, 1317, 8.7, , , ITA, italy, , , , , , , , filippocolomboita, 
Karafyllias,  Drosos, 1318, 8.69, , , GRE, gre, , , , , , , , drososkarafylliasgre, 
Praturion,  Alberto, 1319, 8.67, , , AUT, austria, , , , , , , , albertopraturionaut, 
Rautnik,  Petro, 1319, 8.67, , , AUT, austria, , , , , , , , petrorautnikaut, 
Valdmets,  Robin, 1321, 8.65, , , FIN, finland, , , , , , , , robinvaldmetsfin, 
De Boer,  Maximilian, 1321, 8.65, , , AUT, austria, , , , , , , , maximiliande boeraut, 
Graikos,  Xenofon, 1323, 8.64, , , GRE, gre, , , , , , , , xenofongraikosgre, 
Mikuni,  Rinto, 1324, 8.58, , , JPN, japan, , , , , , , , rintomikunijpn, 
Meyer,  Finley, 1325, 8.58, , , SUI, switzerland, , , , , , , , finleymeyersui, 
Seltzer,  Brady, 1326, 8.56, , , CAN, canada, , , , , , , , bradyseltzercan, 
Fitzhugh,  Renner, 1327, 8.55, , , USA, united states, , , , , , , , rennerfitzhughusa, 
Jezowicz,  Alberto, 1327, 8.55, , , AND, andorra, , , , , , , , albertojezowiczand, 
Ok,  Ho-gwang, 1329, 8.45, , 22, KOR, korea, Goofy, , , , , , , ho-gwangokkor, 
Hofmann,  Levin, 1330, 8.42, , , SUI, switzerland, , , , , , , , levinhofmannsui, 
Lehtinen,  Luukas, 1331, 8.38, , , FIN, finland, , , , , , , , luukaslehtinenfin, 
Paunonen,  Valtteri, 1332, 8.36, , 30, FIN, finland, , , , , , , , valtteripaunonenfin, 
Beaulieu,  Emile, 1333, 8.3, , 20, CAN, canada, , , , , , , , emilebeaulieucan, 
Konishi,  Yoshinori, 1334, 8.29, , , JPN, japan, , , , , , , , yoshinorikonishijpn, 
Bontognali,  Jamiro, 1335, 8.26, , , SUI, switzerland, , , , , , , , jamirobontognalisui, 
Trouskie,  Nicholas, 1336, 8.2, , , USA, united states, , , , , , , , nicholastrouskieusa, 
Rodriguez,  Joaquin, 1337, 8.19, , , ARG, argentina, , , , , , , , joaquinrodriguezarg, 
Tkachuck,  Jacob, 1338, 8.14, , , CAN, canada, , , , , , , , jacobtkachuckcan, 
Skvoznyakov,  Efim, 1339, 8.09, , , RUS, russian federation, , , , , , , , efimskvoznyakovrus, 
Erb,  Gilberto, 1339, 8.09, , , SUI, switzerland, , , , , , , , gilbertoerbsui, 
Yaehata,  Yusei, 1341, 8.03, , , JPN, japan, , , , , , , , yuseiyaehatajpn, 
Yokosawa,  Godai, 1342, 8.0, , , JPN, japan, , , , , , , , godaiyokosawajpn, 
Jossen,  Tim, 1343, 7.99, , , SUI, switzerland, , , , , , , , timjossensui, 
Hughes,  Eli, 1343, 7.99, , , NZL, new zealand, , , , , , , , elihughesnzl, 
Zamora,  Mathise, 1345, 7.98, , , FRA, france, , , , , , , , mathisezamorafra, 
Lake,  Joey, 1346, 7.95, , , CAN, canada, , , , , , , , joeylakecan, 
Sumitani,  Ryota, 1346, 7.95, , , JPN, japan, , , , , , , , ryotasumitanijpn, 
