lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter 
Gerard,  Redmond, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, United States, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , 
De Martin,  Tommy, 1118, 14.9, , , ITA, Italy, , , , , , , , , , 
Gislason,  Ari Eyland, 1119, 14.87, , , ISL, Iceland, , , , , , , , , , 
Pardo,  Falcundo, 1120, 14.85, , , ARG, Argentina, , , , , , , , , , 
Graikos,  Dimitrios, 1121, 14.79, , , GRE, GRE, , , , , , , , , , 
Lee,  James, 1122, 14.78, , , GBR, United Kingdom, , , , , , , , , , 
Bello,  Francisco, 1123, 14.78, , , ARG, Argentina, , , , , , , , , , 
Reitmann,  Michael, 1124, 14.77, , , AUT, Austria, , , , , , , , , , 
Scherman,  Levi, 1125, 14.74, , , CAN, Canada, , , , , , , , , , 
Kalinin,  Kirill, 1126, 14.71, , , RUS, Russian Federation, , , , , , , , , , 
Kurankou,  Nikita, 1127, 14.59, , , BLR, Belarus, , , , , , , , , , 
Stalder,  Timon, 1128, 14.58, , , SUI, Switzerland, , , , , , , , , , 
Markelji,  Voluk, 1129, 14.57, , , SLO, SLO, , , , , , , , , , 
Kimoto,  Raito, 1130, 14.46, , , JPN, Japan, , , , , , , , , , 
Serbu,  Nick, 1131, 14.44, , , CAN, Canada, , , , , , , , , , 
Endo,  Airu, 1132, 14.42, , , JPN, Japan, , , , , , , , , , 
Hayen,  Blake, 1133, 14.41, , , USA, United States, , , , , , , , , , 
Kato,  Keisuke, 1134, 14.39, , , JPN, Japan, , , , , , , , , , 
Aberhart,  Holden, 1135, 14.34, , , CAN, Canada, , , , , , , , , , 
Zürni,  Danjamin, 1136, 14.29, , , SUI, Switzerland, , , , , , , , , , 
Roberts,  Ocean, 1137, 14.28, , 19, AUS, Australia, , , Jindabyne, , , , , , , 
Lopez Arruebo,  Xavier, 1138, 14.26, , , AND, Andorra, , , , , , , , , , 
De San Jose,  Bruno, 1139, 14.23, , , ESP, Spain, , , , , , , , , , 
Ranger,  Austin, 1140, 14.22, , , CAN, Canada, , , , , , , , , , 
Popma,  Erik, 1141, 14.06, , , CAN, Canada, , , , , , , , , , 
Ineichen,  Leander, 1142, 14.02, , 12, SUI, Switzerland, Goofy, , Baeretswil, , , , , , , 
Woodworth,  Colby, 1142, 14.02, , , CAN, Canada, , , , , , , , , , 
Jurmu,  Erik, 1144, 14.02, , , FIN, Finland, , , , , , , , , , 
Nagara,  Hiroaki, 1145, 14.0, , , JPN, Japan, , , , , , , , , , 
Bradic,  Bosko, 1146, 13.94, , , SRB, Serbia, , , , , , , , , , 
Medernach,  Cullan, 1147, 13.93, , , CAN, Canada, , , , , , , , , , 
Tosi,  Francesco, 1148, 13.81, , , ITA, Italy, , , , , , , , , , 
Kato,  Taiga, 1149, 13.81, , , JPN, Japan, , , , , , , , , , 
Hitz,  Nando, 1150, 13.77, , , SUI, Switzerland, , , , , , , , , , 
Millinger,  Damian, 1101, 15.64, , , GER, Germany, , , , , , , , , , 
Susicky,  Ondrej, 1102, 15.58, , , CZE, Czech Republic, , , , , , , , , , 
Zilio,  Matteo, 1102, 15.58, , , ITA, Italy, , , , , , , , , , 
De Vries,  Joel, 1104, 15.5, , , NED, NED, , , , , , , , , , 
Postal,  Silas, 1105, 15.48, , , CAN, Canada, , , , , , , , , , 
Sigurdsson,  Oddur Vilberg, 1106, 15.47, , , ISL, Iceland, , , , , , , , , , 
Legac,  Vid, 1107, 15.41, , , CRO, CRO, , , , , , , , , , 
Posio,  Pyry, 1108, 15.4, , , FIN, Finland, , , , , , , , , , 
Wakushima,  Anru, 1109, 15.38, , , NZL, New Zealand, , , , , , , , , , 
Fankhauser,  Patrick, 1110, 15.33, , , AUT, Austria, , , , , , , , , , 
Zürcher,  Mischa, 1111, 15.24, , , SUI, Switzerland, , , , , , , , , , 
Rejina,  Kirua, 1112, 15.21, , , JPN, Japan, , , , , , , , , , 
Kahl,  Grady, 1113, 15.17, , , CAN, Canada, , , , , , , , , , 
Briol,  Corentin, 1113, 15.17, , , FRA, France, , , , , , , , , , 
Yoshida,  Tatsuki, 1115, 15.14, , , JPN, Japan, , , , , , , , , , 
Gelvezon,  Callum, 1116, 15.08, , , USA, United States, , , , , , , , , , 
Zehetmaier,  Felix, 1117, 15.07, , , GER, Germany, , , , , , , , , , 
De Martin,  Tommy, 1118, 14.9, , , ITA, Italy, , , , , , , , , , 
Gislason,  Ari Eyland, 1119, 14.87, , , ISL, Iceland, , , , , , , , , , 
Pardo,  Falcundo, 1120, 14.85, , , ARG, Argentina, , , , , , , , , , 
Graikos,  Dimitrios, 1121, 14.79, , , GRE, GRE, , , , , , , , , , 
Lee,  James, 1122, 14.78, , , GBR, United Kingdom, , , , , , , , , , 
Bello,  Francisco, 1123, 14.78, , , ARG, Argentina, , , , , , , , , , 
Reitmann,  Michael, 1124, 14.77, , , AUT, Austria, , , , , , , , , , 
Scherman,  Levi, 1125, 14.74, , , CAN, Canada, , , , , , , , , , 
Kalinin,  Kirill, 1126, 14.71, , , RUS, Russian Federation, , , , , , , , , , 
Kurankou,  Nikita, 1127, 14.59, , , BLR, Belarus, , , , , , , , , , 
Stalder,  Timon, 1128, 14.58, , , SUI, Switzerland, , , , , , , , , , 
Markelji,  Voluk, 1129, 14.57, , , SLO, SLO, , , , , , , , , , 
Kimoto,  Raito, 1130, 14.46, , , JPN, Japan, , , , , , , , , , 
Serbu,  Nick, 1131, 14.44, , , CAN, Canada, , , , , , , , , , 
Endo,  Airu, 1132, 14.42, , , JPN, Japan, , , , , , , , , , 
Hayen,  Blake, 1133, 14.41, , , USA, United States, , , , , , , , , , 
Kato,  Keisuke, 1134, 14.39, , , JPN, Japan, , , , , , , , , , 
Aberhart,  Holden, 1135, 14.34, , , CAN, Canada, , , , , , , , , , 
Zürni,  Danjamin, 1136, 14.29, , , SUI, Switzerland, , , , , , , , , , 
Roberts,  Ocean, 1137, 14.28, , 19, AUS, Australia, , , Jindabyne, , , , , , , 
Lopez Arruebo,  Xavier, 1138, 14.26, , , AND, Andorra, , , , , , , , , , 
De San Jose,  Bruno, 1139, 14.23, , , ESP, Spain, , , , , , , , , , 
Ranger,  Austin, 1140, 14.22, , , CAN, Canada, , , , , , , , , , 
Popma,  Erik, 1141, 14.06, , , CAN, Canada, , , , , , , , , , 
Ineichen,  Leander, 1142, 14.02, , 12, SUI, Switzerland, Goofy, , Baeretswil, , , , , , , 
Woodworth,  Colby, 1142, 14.02, , , CAN, Canada, , , , , , , , , , 
Jurmu,  Erik, 1144, 14.02, , , FIN, Finland, , , , , , , , , , 
Nagara,  Hiroaki, 1145, 14.0, , , JPN, Japan, , , , , , , , , , 
Bradic,  Bosko, 1146, 13.94, , , SRB, Serbia, , , , , , , , , , 
Medernach,  Cullan, 1147, 13.93, , , CAN, Canada, , , , , , , , , , 
Tosi,  Francesco, 1148, 13.81, , , ITA, Italy, , , , , , , , , , 
Kato,  Taiga, 1149, 13.81, , , JPN, Japan, , , , , , , , , , 
Hitz,  Nando, 1150, 13.77, , , SUI, Switzerland, , , , , , , , , , 
Krauskopf,  Toan, 1151, 13.74, , , CAN, , , , , , , , , , , 
Amano,  Seita, 1152, 13.72, , , JPN, , , , , , , , , , , 
Bouzanne,  Gabin, 1153, 13.68, , , FRA, , , , , , , , , , , 
Maruyama,  Ichinoshin, 1154, 13.6, , , JPN, , , , , , , , , , , 
Eder,  Max, 1155, 13.57, , , AUT, , , , , , , , , , , 
Melliger,  Zoel Iago, 1156, 13.53, , , SUI, , , , , , , , , , , 
Riordan,  Annan, 1157, 13.52, , , USA, , , , , , , , , , , 
McDonald,  Jason, 1158, 13.44, , , USA, , , , , , , , , , , 
Weiglin,  Owen, 1159, 13.42, , , CAN, , , , , , , , , , , 
Saito,  Tomoyuki, 1160, 13.4, , , JPN, , , , , , , , , , , 
Wieser,  Felix, 1161, 13.39, , , AUT, , , , , , , , , , , 
Starkey,  Ben, 1161, 13.39, , , GBR, , , , , , , , , , , 
Oddsteinsson,  Arni Dagur, 1163, 13.36, , , ISL, , , , , , , , , , , 
Molina,  Carlos, 1164, 13.35, , , AND, , , , , , , , , , , 
Waldvogel,  Giona, 1165, 13.31, , , SUI, , , , , , , , , , , 
Danzl,  Gus, 1166, 13.28, , , AUT, , , , , , , , , , , 
Edmonds,  Reese, 1167, 13.23, , , USA, , , , , , , , , , , 
Malsub,  Oliver, 1168, 13.15, , , EST, , , , , , , , , , , 
Spirig,  Lars, 1169, 13.09, , , SUI, , , , , , , , , , , 
Yamamoto,  Kairi, 1170, 13.03, , , JPN, , , , , , , , , , , 
Lheureux,  Madax, 1171, 12.96, , , CAN, , , , , , , , , , , 
Senner,  Joseph, 1172, 12.92, , , USA, , , , , , , , , , , 
Pünter,  Tom, 1173, 12.88, , , SUI, , , , , , , , , , , 
Imai,  Shuta, 1174, 12.76, , , JPN, , , , , , , , , , , 
Manninen,  Onni, 1175, 12.74, , , FIN, , , , , , , , , , , 
Kim,  Taewook, 1176, 12.71, , , KOR, , , , , , , , , , , 
Tio,  Anton, 1177, 12.71, , , CAN, , , , , , , , , , , 
Gelvezon,  Makai, 1178, 12.7, , , USA, , , , , , , , , , , 
Schütz,  Raffael, 1179, 12.68, , , SUI, , , , , , , , , , , 
Omura,  Yuki, 1180, 12.56, , , JPN, , , , , , , , , , , 
Avino,  Max, 1181, 12.54, , , ESP, , , , , , , , , , , 
Pirolli,  Ugo, 1182, 12.54, , , FRA, , , , , , , , , , , 
Eybord,  Madec, 1182, 12.54, , , FRA, , , , , , , , , , , 
Veselinor,  Mario, 1184, 12.51, , , BUL, , , , , , , , , , , 
Koppenberg,  Luca, 1184, 12.51, , , SUI, , , , , , , , , , , 
Lugg,  Nicolas, 1186, 12.48, , , SUI, , , , , , , , , , , 
Jogna-Prat,  Francesco, 1187, 12.44, , , ITA, , , , , , , , , , , 
Boesl,  Benedikt, 1188, 12.44, , , GER, , , , , , , , , , , 
Siadanau,  Ihnat, 1189, 12.4, , , BLR, , , , , , , , , , , 
Urbina,  Facundo, 1190, 12.36, , , ARG, , , , , , , , , , , 
Belfrond,  Simone, 1191, 12.21, , , ITA, , , , , , , , , , , 
Hubner,  Rhett, 1192, 12.21, , , CAN, , , , , , , , , , , 
Dai,  Yuyang, 1193, 12.2, , , CHN, , , , , , , , , , , 
Uchikata,  Shusuke, 1194, 12.18, , , JPN, , , , , , , , , , , 
Dapit,  Riccardo, 1195, 12.15, , , AUT, , , , , , , , , , , 
Da Cruz Antequera,  Mario, 1196, 12.0, , , AND, , , , , , , , , , , 
Dirksen,  Curtis, 1197, 11.97, , , CAN, , , , , , , , , , , 
Riedl,  Arne, 1198, 11.96, , , GER, , , , , , , , , , , 
Fujisawa,  Tomoki, 1198, 11.96, , , JPN, , , , , , , , , , , 
Edamatsu,  Kazuhito, 1200, 11.94, , , JPN, , , , , , , , , , , 
Mallinson,  Jack, 1201, 11.93, , , CAN, Canada, , , , , , , , , , 
Broadbent,  Leon, 1202, 11.92, , , SUI, Switzerland, , , , , , , , , , 
Humphreys,  Asher, 1203, 11.87, Breckenridge Resort | Burton Snowboards | , 24, USA, United States, Goofy, , Breckenridge, Breckenridge Reosrt, , https://www.facebook.com/asher.humphreys, www.twitter.com/asherhumphreys, , , 
Mathisen,  Marius, 1204, 11.85, , , NOR, Norway, , , , , , , , , , 
Pastor,  Manuel, 1205, 11.79, , , ESP, Spain, , , , , , , , , , 
Bucher,  Finn, 1206, 11.75, , , SUI, Switzerland, , , , , , , , , , 
Soelter,  Gavin, 1207, 11.73, , , USA, United States, , , , , , , , , , 
Sofronov,  Vlad, 1208, 11.72, , , UKR, Ukraine, , , , , , , , , , 
Goepel,  Max, 1209, 11.69, , , GER, Germany, , , , , , , , , , 
Howell,  Finn, 1210, 11.64, , , CAN, Canada, , , , , , , , , , 
Uehara,  Kankuro, 1210, 11.64, , , JPN, Japan, , , , , , , , , , 
Komori,  Yuya, 1212, 11.58, , , JPN, Japan, , , , , , , , , , 
Pickard,  Andrew, 1213, 11.57, , , BEL, Belgium, , , , , , , , , , 
Still,  Veeti, 1214, 11.55, , , FIN, Finland, , , , , , , , , , 
Kaneko,  Yuta, 1215, 11.5, , , JPN, Japan, , , , , , , , , , 
Bunnell,  Estin, 1216, 11.44, , , USA, United States, , , , , , , , , , 
Inagaki,  Shohei, 1217, 11.43, , , JPN, Japan, , , , , , , , , , 
Ozbey,  Resman, 1217, 11.43, , , AUT, Austria, , , , , , , , , , 
Antraygues,  Zachary, 1219, 11.43, , , FRA, France, , , , , , , , , , 
Eberhard,  Pierin-Andriu, 1220, 11.39, , , SUI, Switzerland, , , , , , , , , , 
Moresi,  Rocco, 1221, 11.35, , , ITA, Italy, , , , , , , , , , 
Kalenda,  Filip, 1222, 11.35, , , CZE, Czech Republic, , , , , , , , , , 
Chisholm,  Daniel, 1223, 11.32, , , CAN, Canada, , , , , , , , , , 
Suggitt,  Brett, 1224, 11.31, , , CAN, Canada, , , , , , , , , , 
Borders,  Chase, 1225, 11.28, , , USA, United States, , , , , , , , , , 
French,  Matthew, 1226, 11.25, , , USA, United States, , , , , , , , , , 
Haino,  Neo, 1227, 11.08, , , JPN, Japan, , , , , , , , , , 
Belmudes,  Maxence, 1228, 11.07, , , FRA, France, , , , , , , , , , 
Somaini,  Dario, 1229, 11.05, , , SUI, Switzerland, , , , , , , , , , 
Hori,  Ryosuke, 1230, 11.04, , , JPN, Japan, , , , , , , , , , 
Klapal,  Martin, 1231, 11.01, , , CZE, Czech Republic, , , , , , , , , , 
Minarovic,  Mathias, 1232, 10.97, , , AUT, Austria, , , , , , , , , , 
Schelling,  Alex, 1233, 10.91, , , SUI, Switzerland, , , , , , , , , , 
Nakagawa,  Amira, 1234, 10.89, , , JPN, Japan, , , , , , , , , , 
Jörg,  Matti, 1235, 10.88, , , SUI, Switzerland, , , , , , , , , , 
Cowan,  Taitten, 1236, 10.85, , , USA, United States, , , , , , , , , , 
Schneiderle,  Jens, 1236, 10.85, , , GER, Germany, , , , , , , , , , 
Nakai,  Hiroto, 1238, 10.83, , , JPN, Japan, , , , , , , , , , 
Regina,  Killua, 1239, 10.75, , , JPN, Japan, , , , , , , , , , 
Tunaal Walker,  Oskar, 1239, 10.75, , , NOR, Norway, , , , , , , , , , 
Kamata,  Shojin, 1241, 10.74, , , JPN, Japan, , , , , , , , , , 
Marteinsson,  Magnthor Oddur, 1242, 10.73, , , ISL, Iceland, , , , , , , , , , 
Haberzettl,  Jasper, 1243, 10.71, , , GER, Germany, , , , , , , , , , 
Tasaki,  Shun, 1244, 10.69, , , JPN, Japan, , , , , , , , , , 
Gustaffson,  Tim Olof, 1245, 10.6, , , NOR, Norway, , , , , , , , , , 
Netrh,  Jiri, 1246, 10.56, , , CZE, Czech Republic, , , , , , , , , , 
Salkeld,  Florin, 1247, 10.55, , , SUI, Switzerland, , , , , , , , , , 
Horak,  Petr, 1248, 10.5, DC | Go Pro Cameras | Quiksilver | Union Bindings | , 29, CZE, Czech Republic, Regular, 170cm, Brakov, pindleruv Mlýn, https://www.facebook.com/PetrHorisHorak, Petr Horis Horák, , , , 
Eidsson,  Arnar Smari, 1249, 10.49, , , ISL, Iceland, , , , , , , , , , 
Coe,  Brayden, 1250, 10.45, , , CAN, Canada, , , , , , , , , , 
Mallinson,  Jack, 1201, 11.93, , , CAN, Canada, , , , , , , , , , 
Broadbent,  Leon, 1202, 11.92, , , SUI, Switzerland, , , , , , , , , , 
Humphreys,  Asher, 1203, 11.87, Breckenridge Resort | Burton Snowboards | , 24, USA, United States, Goofy, , Breckenridge, Breckenridge Reosrt, , https://www.facebook.com/asher.humphreys, www.twitter.com/asherhumphreys, , , 
Mathisen,  Marius, 1204, 11.85, , , NOR, Norway, , , , , , , , , , 
Pastor,  Manuel, 1205, 11.79, , , ESP, Spain, , , , , , , , , , 
Bucher,  Finn, 1206, 11.75, , , SUI, Switzerland, , , , , , , , , , 
Soelter,  Gavin, 1207, 11.73, , , USA, United States, , , , , , , , , , 
Sofronov,  Vlad, 1208, 11.72, , , UKR, Ukraine, , , , , , , , , , 
Goepel,  Max, 1209, 11.69, , , GER, Germany, , , , , , , , , , 
Howell,  Finn, 1210, 11.64, , , CAN, Canada, , , , , , , , , , 
Uehara,  Kankuro, 1210, 11.64, , , JPN, Japan, , , , , , , , , , 
Komori,  Yuya, 1212, 11.58, , , JPN, Japan, , , , , , , , , , 
Pickard,  Andrew, 1213, 11.57, , , BEL, Belgium, , , , , , , , , , 
Still,  Veeti, 1214, 11.55, , , FIN, Finland, , , , , , , , , , 
Kaneko,  Yuta, 1215, 11.5, , , JPN, Japan, , , , , , , , , , 
Bunnell,  Estin, 1216, 11.44, , , USA, United States, , , , , , , , , , 
Inagaki,  Shohei, 1217, 11.43, , , JPN, Japan, , , , , , , , , , 
Ozbey,  Resman, 1217, 11.43, , , AUT, Austria, , , , , , , , , , 
Antraygues,  Zachary, 1219, 11.43, , , FRA, France, , , , , , , , , , 
Eberhard,  Pierin-Andriu, 1220, 11.39, , , SUI, Switzerland, , , , , , , , , , 
Moresi,  Rocco, 1221, 11.35, , , ITA, Italy, , , , , , , , , , 
Kalenda,  Filip, 1222, 11.35, , , CZE, Czech Republic, , , , , , , , , , 
Chisholm,  Daniel, 1223, 11.32, , , CAN, Canada, , , , , , , , , , 
Suggitt,  Brett, 1224, 11.31, , , CAN, Canada, , , , , , , , , , 
Borders,  Chase, 1225, 11.28, , , USA, United States, , , , , , , , , , 
French,  Matthew, 1226, 11.25, , , USA, United States, , , , , , , , , , 
Haino,  Neo, 1227, 11.08, , , JPN, Japan, , , , , , , , , , 
Belmudes,  Maxence, 1228, 11.07, , , FRA, France, , , , , , , , , , 
Somaini,  Dario, 1229, 11.05, , , SUI, Switzerland, , , , , , , , , , 
Hori,  Ryosuke, 1230, 11.04, , , JPN, Japan, , , , , , , , , , 
Klapal,  Martin, 1231, 11.01, , , CZE, Czech Republic, , , , , , , , , , 
Minarovic,  Mathias, 1232, 10.97, , , AUT, Austria, , , , , , , , , , 
Schelling,  Alex, 1233, 10.91, , , SUI, Switzerland, , , , , , , , , , 
Nakagawa,  Amira, 1234, 10.89, , , JPN, Japan, , , , , , , , , , 
Jörg,  Matti, 1235, 10.88, , , SUI, Switzerland, , , , , , , , , , 
Cowan,  Taitten, 1236, 10.85, , , USA, United States, , , , , , , , , , 
Schneiderle,  Jens, 1236, 10.85, , , GER, Germany, , , , , , , , , , 
Nakai,  Hiroto, 1238, 10.83, , , JPN, Japan, , , , , , , , , , 
Regina,  Killua, 1239, 10.75, , , JPN, Japan, , , , , , , , , , 
Tunaal Walker,  Oskar, 1239, 10.75, , , NOR, Norway, , , , , , , , , , 
Kamata,  Shojin, 1241, 10.74, , , JPN, Japan, , , , , , , , , , 
Marteinsson,  Magnthor Oddur, 1242, 10.73, , , ISL, Iceland, , , , , , , , , , 
Haberzettl,  Jasper, 1243, 10.71, , , GER, Germany, , , , , , , , , , 
Tasaki,  Shun, 1244, 10.69, , , JPN, Japan, , , , , , , , , , 
Gustaffson,  Tim Olof, 1245, 10.6, , , NOR, Norway, , , , , , , , , , 
Netrh,  Jiri, 1246, 10.56, , , CZE, Czech Republic, , , , , , , , , , 
Salkeld,  Florin, 1247, 10.55, , , SUI, Switzerland, , , , , , , , , , 
Horak,  Petr, 1248, 10.5, DC | Go Pro Cameras | Quiksilver | Union Bindings | , 29, CZE, Czech Republic, Regular, 170cm, Brakov, pindleruv Mlýn, https://www.facebook.com/PetrHorisHorak, Petr Horis Horák, , , , 
Eidsson,  Arnar Smari, 1249, 10.49, , , ISL, Iceland, , , , , , , , , , 
Coe,  Brayden, 1250, 10.45, , , CAN, Canada, , , , , , , , , , 
Silander,  Aarre, 1251, 10.44, , , FIN, Finland, , , , , , , , , , 
Duty,  Braden, 1251, 10.44, , , USA, United States, , , , , , , , , , 
Giovannini,  Federico, 1253, 10.43, , , ITA, Italy, , , , , , , , , , 
Biele,  Nico, 1254, 10.38, , , SUI, Switzerland, , , , , , , , , , 
Robertson,  Chase, 1255, 10.36, , , CAN, Canada, , , , , , , , , , 
Zehren,  Oskar, 1256, 10.35, , , USA, United States, , , , , , , , , , 
Donnelly,  Neil, 1256, 10.35, , , USA, United States, , , , , , , , , , 
Abadlia,  Marouane, 1258, 10.33, , , FRA, France, , , , , , , , , , 
Tramolay,  Gabriel, 1258, 10.33, , , FRA, France, , , , , , , , , , 
Mondani,  Lucas, 1260, 10.22, , , SUI, Switzerland, , , , , , , , , , 
Aresson Sveinunggaard,  Andres, 1261, 10.16, , , NOR, Norway, , , , , , , , , , 
Petursson,  Ivan Otri, 1262, 10.15, , , ISL, Iceland, , , , , , , , , , 
Rautner,  Willi, 1263, 10.11, , , AUT, Austria, , , , , , , , , , 
Sakaguchi,  Haruyuki, 1264, 10.09, , , JPN, Japan, , , , , , , , , , 
Hasu,  Koga, 1265, 10.09, , , JPN, Japan, , , , , , , , , , 
Balmer,  Dia, 1266, 10.05, , , SUI, Switzerland, , , , , , , , , , 
Townsend,  Phineas Jet, 1267, 10.04, , , USA, United States, , , , , , , , , , 
Cohen,  Adam, 1268, 10.02, , , CAN, Canada, , , , , , , , , , 
Latal,  Jiri, 1269, 10.01, , , CZE, Czech Republic, , , , , , , , , , 
Strachan,  Alexander, 1270, 9.98, , , USA, United States, , , , , , , , , , 
Schöndorfer,  Kilian, 1271, 9.97, , , GER, Germany, , , , , , , , , , 
Von Hurter,  Ludwig, 1272, 9.94, , , GER, Germany, , , , , , , , , , 
Groebl,  Tobias, 1273, 9.91, , , AUT, Austria, , , , , , , , , , 
Meier,  Felix, 1274, 9.89, , , SUI, Switzerland, , , , , , , , , , 
Kucharski,  Jacob, 1275, 9.78, , , USA, United States, , , , , , , , , , 
Shimazaki,  Rei, 1276, 9.76, , , JPN, Japan, , , , , , , , , , 
Grand,  Antoine, 1276, 9.76, , , FRA, France, , , , , , , , , , 
Imper,  Dea Manel, 1278, 9.72, , , SUI, Switzerland, , , , , , , , , , 
Schroeder,  Mitchell, 1279, 9.65, , , USA, United States, , , , , , , , , , 
Desjardins,  Emmit, 1280, 9.65, , , CAN, Canada, , , , , , , , , , 
Schroeter,  Gion, 1281, 9.63, , , SUI, Switzerland, , , , , , , , , , 
Kandler,  Julian, 1282, 9.61, , , AUT, Austria, , , , , , , , , , 
Hauksson,  Benedikt Snaer, 1283, 9.6, , , ISL, Iceland, , , , , , , , , , 
Higuchi,  Takaya, 1284, 9.56, , , JPN, Japan, , , , , , , , , , 
Rinehart,  Koen, 1284, 9.56, , , USA, United States, , , , , , , , , , 
Schmitz,  Finn, 1286, 9.56, , , GER, Germany, , , , , , , , , , 
Karrer,  Reinhard, 1287, 9.54, , , AUT, Austria, , , , , , , , , , 
Zurek,  Kameron, 1288, 9.53, , , USA, United States, , , , , , , , , , 
Thorkelsson,  Noah, 1289, 9.48, , , NOR, Norway, , , , , , , , , , 
Tanaka,  Kaisei, 1290, 9.43, , , JPN, Japan, , , , , , , , , , 
Kauppila,  Jimi, 1291, 9.38, , , FIN, Finland, , , , , , , , , , 
Riley,  Sawyer, 1292, 9.37, , , USA, United States, , , , , , , , , , 
Holden,  Kai, 1293, 9.35, , , CAN, Canada, , , , , , , , , , 
Bachmann,  Severin, 1294, 9.31, , , GER, Germany, , , , , , , , , , 
O Neill,  Owen, 1295, 9.28, , , USA, United States, , , , , , , , , , 
Golinczak,  Johny, 1296, 9.25, , , POL, Poland, , , , , , , , , , 
Delignieres,  Eliott, 1296, 9.25, , , FRA, France, , , , , , , , , , 
Uehara,  Issei, 1298, 9.21, , , JPN, Japan, , , , , , , , , , 
Tane,  Blai, 1299, 9.14, , , ESP, Spain, , , , , , , , , , 
Motty,  Justin, 1300, 9.11, , , CAN, Canada, , , , , , , , , , 
Zürcher,  Robin, 1301, 9.07, , , SUI, Switzerland, , , , , , , , , , 
Kitayama,  Hakuto, 1302, 9.03, , , JPN, Japan, , , , , , , , , , 
Aoun,  Ghady, 1303, 8.99, , , LIB, , , , , , , , , , , 
Limonta,  Niccolo, 1303, 8.99, , , ITA, Italy, , , , , , , , , , 
Kucirek,  Ondrej, 1303, 8.99, , , CZE, Czech Republic, , , , , , , , , , 
Kristiansen Rue,  Ulrich, 1306, 8.95, , , NOR, Norway, , , , , , , , , , 
Staib,  Remy, 1307, 8.91, , , SUI, Switzerland, , , , , , , , , , 
M-Wilcox,  Nathan, 1308, 8.9, , , CAN, Canada, , , , , , , , , , 
Santillan Alonso,  Valentin, 1309, 8.89, , , ARG, Argentina, , , , , , , , , , 
Yasuda,  Sho, 1310, 8.88, , , JPN, Japan, , , , , , , , , , 
Yanagihara,  Uta, 1311, 8.86, , , JPN, Japan, , , , , , , , , , 
Bachman,  Quinn, 1312, 8.84, , , CAN, Canada, , , , , , , , , , 
Woyjeck,  Brandon, 1313, 8.83, , , USA, United States, , , , , , , , , , 
Miyamura,  Haku, 1314, 8.79, , , JPN, Japan, , , , , , , , , , 
Saraiva,  Leonardo, 1315, 8.74, , , SUI, Switzerland, , , , , , , , , , 
Colombo,  Filippo, 1316, 8.7, , , ITA, Italy, , , , , , , , , , 
Karafyllias,  Drosos, 1317, 8.69, , , GRE, GRE, , , , , , , , , , 
Praturion,  Alberto, 1318, 8.67, , , AUT, Austria, , , , , , , , , , 
Rautnik,  Petro, 1318, 8.67, , , AUT, Austria, , , , , , , , , , 
Valdmets,  Robin, 1320, 8.65, , , FIN, Finland, , , , , , , , , , 
De Boer,  Maximilian, 1320, 8.65, , , AUT, Austria, , , , , , , , , , 
Graikos,  Xenofon, 1322, 8.64, , , GRE, GRE, , , , , , , , , , 
Mikuni,  Rinto, 1323, 8.58, , , JPN, Japan, , , , , , , , , , 
Meyer,  Finley, 1324, 8.58, , , SUI, Switzerland, , , , , , , , , , 
Seltzer,  Brady, 1325, 8.56, , , CAN, Canada, , , , , , , , , , 
Fitzhugh,  Renner, 1326, 8.55, , , USA, United States, , , , , , , , , , 
Jezowicz,  Alberto, 1326, 8.55, , , AND, Andorra, , , , , , , , , , 
Ok,  Ho-gwang, 1328, 8.45, , 22, KOR, Korea, Republic of, Goofy, , , , , , , , , 
Hofmann,  Levin, 1329, 8.42, , , SUI, Switzerland, , , , , , , , , , 
Lehtinen,  Luukas, 1330, 8.38, , , FIN, Finland, , , , , , , , , , 
Paunonen,  Valtteri, 1331, 8.36, , 30, FIN, Finland, , , , , , , , , , 
Beaulieu,  Emile, 1332, 8.3, , , CAN, Canada, , , , , , , , , , 
Konishi,  Yoshinori, 1333, 8.29, , , JPN, Japan, , , , , , , , , , 
Bontognali,  Jamiro, 1334, 8.26, , , SUI, Switzerland, , , , , , , , , , 
Trouskie,  Nicholas, 1335, 8.2, , , USA, United States, , , , , , , , , , 
Rodriguez,  Joaquin, 1336, 8.19, , , ARG, Argentina, , , , , , , , , , 
Tkachuck,  Jacob, 1337, 8.14, , , CAN, Canada, , , , , , , , , , 
Skvoznyakov,  Efim, 1338, 8.09, , , RUS, Russian Federation, , , , , , , , , , 
Erb,  Gilberto, 1338, 8.09, , , SUI, Switzerland, , , , , , , , , , 
Yaehata,  Yusei, 1340, 8.03, , , JPN, Japan, , , , , , , , , , 
Yokosawa,  Godai, 1341, 8.0, , , JPN, Japan, , , , , , , , , , 
Jossen,  Tim, 1342, 7.99, , , SUI, Switzerland, , , , , , , , , , 
Hughes,  Eli, 1342, 7.99, , , NZL, New Zealand, , , , , , , , , , 
Zamora,  Mathise, 1344, 7.98, , , FRA, France, , , , , , , , , , 
