Key,lastName,firstName_nospace, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter ,,,,
ChayametisuratLubpawath,Chayametisurat,Lubpawath,  Lubpawath,946,24.36, , , THA, , , , , , , , , , , ,
OkumuraYoshito,Okumura,Yoshito,  Yoshito,947,24.32, , , JPN, Japan, , , , , , , , , , ,
LangillBrodie,Langill,Brodie,  Brodie,947,24.32, , , CAN, Canada, , , , , , , , , , ,
SeifriedJure,Seifried,Jure,  Jure,949,24.31, , , SLO, SLO, , , , , , , , , , ,
VillegasNicolas,Villegas,Nicolas,  Nicolas,950,24.21, , , CHI, CHI, , , , , , , , , , ,
Anderssen GaulenNichlas,Anderssen Gaulen,Nichlas,  Nichlas,951,24.15, , , NOR, Norway, , , , , , , , , , ,
FujiwaraKeigo,Fujiwara,Keigo,  Keigo,952,24.11, , , JPN, Japan, , , , , , , , , , ,
DekkersLaurens,Dekkers,Laurens,  Laurens,953,24.04, , , NED, NED, , , , , , , , , , ,
HaraldssonHlynur Atli,Haraldsson,Hlynur Atli,  Hlynur Atli,954,23.97, , , ISL, Iceland, , , , , , , , , , ,
CasseraKevin Ivan,Cassera,Kevin Ivan,  Kevin Ivan,955,23.94, , , ITA, Italy, , , , , , , , , , ,
RomaniLucio,Romani,Lucio,  Lucio,956,23.87, , , ARG, Argentina, , , , , , , , , , ,
VatneTorstein Mo,Vatne,Torstein Mo,  Torstein Mo ,957,23.83, , , NOR, Norway, , , , , , , , , , ,
CapletteCasey,Caplette,Casey,  Casey,958,23.81, , , CAN, Canada, , , , , , , , , , ,
HiramotoYota,Hiramoto,Yota,  Yota,959,23.76, , , JPN, Japan, , , , , , , , , , ,
BaumannMoreno,Baumann,Moreno,  Moreno,959,23.76, , , SUI, Switzerland, , , , , , , , , , ,
AstilleroAntonio,Astillero,Antonio,  Antonio,961,23.64, , , USA, United States, , , , , , , , , , ,
MerinoEvan,Merino,Evan,  Evan,962,23.58, , , CAN, Canada, , , , , , , , , , ,
FrantisekElias,Frantisek,Elias,  Elias,963,23.56, , , CZE, Czech Republic, , , , , , , , , , ,
QuartieroRiccardo,Quartiero,Riccardo,  Riccardo,964,23.45, , , ITA, Italy, , , , , , , , , , ,
MartinIgnacio Nicolas,Martin,Ignacio Nicolas,  Ignacio Nicolas,965,23.16, , , ARG, Argentina, , , , , , , , , , ,
BugosRichard,Bugos,Richard,  Richard,966,23.13, , , USA, United States, , , , , , , , , , ,
StygarJack,Stygar,Jack,  Jack,967,23.11, , , USA, United States, , , , , , , , , , ,
GuisolanAristide,Guisolan,Aristide,  Aristide,968,23.1, , , SUI, Switzerland, , , , , , , , , , ,
SuttonJack,Sutton,Jack,  Jack,969,23, , , CAN, Canada, , , , , , , , , , ,
DeslaurierTyson,Deslaurier,Tyson,  Tyson,970,22.99, , , CAN, Canada, , , , , , , , , , ,
KarrerSimon,Karrer,Simon,  Simon,971,22.94, , , AUT, Austria, , , , , , , , , , ,
UzpoleviciusDomas,Uzpolevicius,Domas,  Domas,972,22.88, , , LTU, Lithuania, , , , , , , , , , ,
ReznicekJan,Reznicek,Jan,  Jan,972,22.88, , , CZE, Czech Republic, , , , , , , , , , ,
PituleaTudor,Pitulea,Tudor,  Tudor,972,22.88, , , ROU, Romania, , , , , , , , , , ,
MilpakSilver,Milpak,Silver,  Silver,975,22.8, , , EST, Estonia, , , , , , , , , , ,
MairEnzo,Mair,Enzo,  Enzo,976,22.79, , , ARG, Argentina, , , , , , , , , , ,
YinKai,Yin,Kai,  Kai,977,22.76, , , FIN, Finland, , , , , , , , , , ,
LeivaEric,Leiva,Eric,  Eric,978,22.75, , , CHI, CHI, , , , , , , , , , ,
LiwenWang,Liwen,Wang,  Wang,979,22.74, , , CHN, China, , , , , , , , , , ,
GrinschglMario,Grinschgl,Mario,  Mario,980,22.73, , , AUT, Austria, , , , , , , , , , ,
GrigaitisRokas,Grigaitis,Rokas,  Rokas,981,22.64, , , LTU, Lithuania, , , , , , , , , , ,
SunSong,Sun,Song,  Song,982,22.6, , , CHN, China, , , , , , , , , , ,
AaltoRoomeo,Aalto,Roomeo,  Roomeo,983,22.39, , , FIN, Finland, , , , , , , , , , ,
StriukovTimofei,Striukov,Timofei,  Timofei,984,22.37, , , RUS, Russian Federation, , , , , , , , , , ,
FayDouglas,Fay,Douglas,  Douglas,985,22.04, , , USA, United States, , , , , , , , , , ,
KonumaKira,Konuma,Kira,  Kira,986,21.94, , , JPN, Japan, , , , , , , , , , ,
NemotoYoshiki,Nemoto,Yoshiki,  Yoshiki,987,21.84, , , JPN, Japan, , , , , , , , , , ,
MatsumotoSota,Matsumoto,Sota,  Sota,988,21.83, , , JPN, Japan, , , , , , , , , , ,
BurriRafael,Burri,Rafael,  Rafael,989,21.83, , , SUI, Switzerland, , , , , , , , , , ,
GansererMatteo,Ganserer,Matteo,  Matteo,990,21.74, , , GER, Germany, , , , , , , , , , ,
GrootJesse-Fin,Groot,Jesse-Fin,  Jesse-Fin,991,21.7, , , CAN, Canada, , , , , , , , , , ,
MatsuokaHideki,Matsuoka,Hideki,  Hideki,992,21.65, , , JPN, Japan, , , , , , , , , , ,
UporovErmolai,Uporov,Ermolai,  Ermolai,993,21.64, , , RUS, Russian Federation, , , , , , , , , , ,
PhocasJohn,Phocas,John,  John,994,21.61, ,20, USA, United States, , , Virginia Beach, , , , , , , ,
ClaraJan,Clara,Jan,  Jan,995,21.59, , , ESP, Spain, , , , , , , , , , ,
MurakamiKota,Murakami,Kota,  Kota,996,21.55, , , JPN, Japan, , , , , , , , , , ,
ProvencherCooper,Provencher,Cooper,  Cooper,997,21.54, , , USA, United States, , , , , , , , , , ,
ArvanitidisTheofilos,Arvanitidis,Theofilos,  Theofilos,998,21.5, , , GRE, GRE, , , , , , , , , , ,
RoseMichael,Rose,Michael,  Michael,999,21.42, , , USA, United States, , , , , , , , , , ,
MoyalLiyor,Moyal,Liyor,  Liyor,1000,21.39, , , NED, NED, , , , , , , , , , ,
BravoMateo,Bravo,Mateo,  Mateo,1001,21.37, , , CAN, Canada, , , , , , , , , , ,
VoutilainenAaro,Voutilainen,Aaro,  Aaro,1002,21.35, , , FIN, Finland, , , , , , , , , , ,
MathieuAuxence,Mathieu,Auxence,  Auxence,1003,21.31, , , FRA, France, , , , , , , , , , ,
RankinBenjamin,Rankin,Benjamin,  Benjamin,1004,21.2, , , USA, United States, , , , , , , , , , ,
YasudaKosuke,Yasuda,Kosuke,  Kosuke,1005,21.11, , , JPN, Japan, , , , , , , , , , ,
SakumaHiroki,Sakuma,Hiroki,  Hiroki,1006,21.07, , , JPN, Japan, , , , , , , , , , ,
MartinOllie,Martin,Ollie,  Ollie,1007,21.01, , , USA, United States, , , , , , , , , , ,
KurenkovNikita,Kurenkov,Nikita,  Nikita,1008,20.98, , , BLR, Belarus, , , , , , , , , , ,
FavaChris,Fava,Chris,  Chris,1009,20.93, , , CAN, Canada, , , , , , , , , , ,
StrachanAlex,Strachan,Alex,  Alex,1010,20.87, , , USA, United States, , , , , , , , , , ,
OkuyamaKentaro,Okuyama,Kentaro,  Kentaro,1011,20.81, , , JPN, Japan, , , , , , , , , , ,
CapodiferroAlessio,Capodiferro,Alessio,  Alessio,1012,20.72, , , SUI, Switzerland, , , , , , , , , , ,
KitanoKoki,Kitano,Koki,  Koki,1013,20.55, , , JPN, Japan, , , , , , , , , , ,
Steen AhlstromOliver,Steen Ahlstrom,Oliver,  Oliver,1014,20.39, , , NOR, Norway, , , , , , , , , , ,
RutonenRansu,Rutonen,Ransu,  Ransu,1015,20.37, , , FIN, Finland, , , , , , , , , , ,
MaifrediDavide,Maifredi,Davide,  Davide,1016,20.35, , , ITA, Italy, , , , , , , , , , ,
HudsonRafe,Hudson,Rafe,  Rafe,1017,20.15, , , CAN, Canada, , , , , , , , , , ,
KalendaAndrej,Kalenda,Andrej,  Andrej,1018,20.12, , , CZE, Czech Republic, , , , , , , , , , ,
LipponenSampo,Lipponen,Sampo,  Sampo,1018,20.12, , , FIN, Finland, , , , , , , , , , ,
ChristovOliver,Christov,Oliver,  Oliver,1020,20.09, , , GER, Germany, , , , , , , , , , ,
TagliaferroLimay,Tagliaferro,Limay,  Limay,1021,20.01, , , AND, Andorra, , , , , , , , , , ,
ObaraAkihiro,Obara,Akihiro,  Akihiro,1022,19.96, , , JPN, Japan, , , , , , , , , , ,
StroemHampus,Stroem,Hampus,  Hampus,1023,19.95, , , SWE, Sweden, , , , , , , , , , ,
ForinGuillaume,Forin,Guillaume,  Guillaume,1024,19.91, , , FRA, France, , , , , , , , , , ,
ChataignerGregory,Chataigner,Gregory,  Gregory,1024,19.91, , , FRA, France, , , , , , , , , , ,
MacDuffRyan,MacDuff,Ryan,  Ryan,1026,19.82, , , CAN, Canada, , , , , , , , , , ,
YilmazEkin,Yilmaz,Ekin,  Ekin,1027,19.79, , , CAN, Canada, , , , , , , , , , ,
BenjaminssonLukas Pall,Benjaminsson,Lukas Pall,  Lukas Pall,1028,19.74, , , ISL, Iceland, , , , , , , , , , ,
IagnichSergei,Iagnich,Sergei,  Sergei,1029,19.67, , , RUS, Russian Federation, , , , , , , , , , ,
WolfstellerMatias Otto,Wolfsteller,Matias Otto,  Matias Otto,1030,19.67, , , ARG, Argentina, , , , , , , , , , ,
DhawornvejCaleb,Dhawornvej,Caleb,  Caleb,1031,19.61, , , USA, United States, , , , , , , , , , ,
Leutola DiazLucas,Leutola Diaz,Lucas,  Lucas,1032,19.46, , , FIN, Finland, , , , , , , , , , ,
WowchukKeaton,Wowchuk,Keaton,  Keaton,1033,19.44, , , CAN, Canada, , , , , , , , , , ,
AtlasonIsak Atli,Atlason,Isak Atli,  Isak Atli,1034,19.42, , , ISL, Iceland, , , , , , , , , , ,
AshmoreChase,Ashmore,Chase,  Chase,1034,19.42, , , CAN, Canada, , , , , , , , , , ,
AlexanderssonOrn Snaevar,Alexandersson,Orn Snaevar,  Orn Snaevar,1036,19.27, , , ISL, Iceland, , , , , , , , , , ,
LuckyFilip,Lucky,Filip,  Filip,1037,19.13, , , CZE, Czech Republic, , , , , , , , , , ,
WiesenPim,Wiesen,Pim,  Pim,1038,19.09, , , NED, NED, , , , , , , , , , ,
OrtegaJulian,Ortega,Julian,  Julian,1039,19.07, , , CHI, CHI, , , , , , , , , , ,
EllistonJack,Elliston,Jack,  Jack,1040,18.97, , , USA, United States, , , , , , , , , , ,
PlchMartin,Plch,Martin,  Martin,1041,18.93, , , CZE, Czech Republic, , , , , , , , , , ,
GeratTomas,Gerat,Tomas,  Tomas,1042,18.86, , , SVK, Slovakia, , , , , , , , , , ,
ColesJimmy,Coles,Jimmy,  Jimmy,1043,18.77, , , USA, United States, , , , , , , , , , ,
MizukoshiHideyuki,Mizukoshi,Hideyuki,  Hideyuki,1044,18.72, , , JPN, Japan, , , , , , , , , , ,
SchweizerLeo,Schweizer,Leo,  Leo,1045,18.7, , , GER, Germany, , , , , , , , , , ,
ColettiAnzo,Coletti,Anzo,  Anzo,1046,18.61, , , FRA, France, , , , , , , , , , ,
ShimizuKippei,Shimizu,Kippei,  Kippei,1047,18.59, , , JPN, Japan, , , , , , , , , , ,
SilanderToivo,Silander,Toivo,  Toivo,1048,18.56, , , FIN, Finland, , , , , , , , , , ,
OcarizFrancisco,Ocariz,Francisco,  Francisco,1049,18.38, , , ARG, Argentina, , , , , , , , , , ,
JochMax,Joch,Max,  Max,1050,18.34, , , GER, Germany, , , , , , , , , , ,
CôtéBenjamin,Côté,Benjamin,  Benjamin,1051,18.32, , , CAN, Canada, , , , , , , , , , ,
LehwaldLasse,Lehwald,Lasse,  Lasse,1052,18.22, ,23, DEN, DEN, Regular, 181 cm, , Mt.Diner, instagram.com/lasselehwald, , , , , ,
FosterLucas,Foster,Lucas,  Lucas,1053,18.13, Bonfire | Celtek | Dakine | Salomon | Skullcandy | Smith | ,21, USA, United States, Goofy, , Telluride, , , , , , , ,
WhitakerWill,Whitaker,Will,  Will,1054,17.94, , , CAN, Canada, , , , , , , , , , ,
Di MatteoAlessandro,Di Matteo,Alessandro,  Alessandro,1055,17.76, , , ITA, Italy, , , , , , , , , , ,
RempelEllis,Rempel,Ellis,  Ellis,1056,17.73, , , CAN, Canada, , , , , , , , , , ,
LopezAleix,Lopez,Aleix,  Aleix,1057,17.6, , , ESP, Spain, , , , , , , , , , ,
MarklTobias,Markl,Tobias,  Tobias,1058,17.57, , , CZE, Czech Republic, , , , , , , , , , ,
HoferAnton,Hofer,Anton,  Anton,1059,17.49, , , AUT, Austria, , , , , , , , , , ,
SebastianJacob,Sebastian,Jacob,  Jacob,1060,17.47, , , CAN, Canada, , , , , , , , , , ,
CoghlanGregory,Coghlan,Gregory,  Gregory,1061,17.46, , , USA, United States, , , , , , , , , , ,
De FeoMilco,De Feo,Milco,  Milco,1062,17.43, , , ITA, Italy, , , , , , , , , , ,
WeiglinTristan,Weiglin,Tristan,  Tristan,1063,17.41, , , CAN, Canada, , , , , , , , , , ,
CedilloMarc,Cedillo,Marc,  Marc,1064,17.35, , , ESP, Spain, , , , , , , , , , ,
HughesLeeto,Hughes,Leeto,  Leeto,1065,17.3, , , NZL, New Zealand, , , , , , , , , , ,
PikeDaniel,Pike,Daniel,  Daniel,1066,17.24, , , CAN, Canada, , , , , , , , , , ,
HanslikJonas,Hanslik,Jonas,  Jonas,1067,17.16, , , GER, Germany, , , , , , , , , , ,
CooperCash,Cooper,Cash,  Cash,1068,17.03, , , CAN, Canada, , , , , , , , , , ,
HaapalainenJuho-Matti,Haapalainen,Juho-Matti,  Juho-Matti,1069,17.03, ,32, FIN, Finland, , , , , , , , , , ,
KramerNils,Kramer,Nils,  Nils,1070,16.98, , , SUI, Switzerland, , , , , , , , , , ,
MalsubMarko,Malsub,Marko,  Marko,1071,16.93, , , EST, Estonia, , , , , , , , , , ,
JurvaVeeti,Jurva,Veeti,  Veeti,1072,16.91, , , FIN, Finland, , , , , , , , , , ,
MorrisBlake,Morris,Blake,  Blake,1073,16.82, , , CAN, Canada, , , , , , , , , , ,
BrunnerPawel,Brunner,Pawel,  Pawel,1074,16.77, , , SUI, Switzerland, , , , , , , , , , ,
OberlanderDrew,Oberlander,Drew,  Drew,1074,16.77, , , USA, United States, , , , , , , , , , ,
PasuttoDominick,Pasutto,Dominick,  Dominick,1076,16.74, , , CAN, Canada, , , , , , , , , , ,
CardinaelsRhune,Cardinaels,Rhune,  Rhune,1077,16.73, , , BEL, Belgium, , , , , , , , , , ,
SunagaHaruto,Sunaga,Haruto,  Haruto,1078,16.73, , , JPN, Japan, , , , , , , , , , ,
YevhenKondratskyi,Yevhen,Kondratskyi,  Kondratskyi,1079,16.69, , , UKR, Ukraine, , , , , , , , , , ,
GrattonAshton,Gratton,Ashton,  Ashton,1080,16.59, , , CAN, Canada, , , , , , , , , , ,
YamaneTaisuke,Yamane,Taisuke,  Taisuke,1081,16.57, , , JPN, Japan, , , , , , , , , , ,
LackeyCurtis,Lackey,Curtis,  Curtis,1082,16.53, , , USA, United States, , , , , , , , , , ,
TreppNiccolo,Trepp,Niccolo,  Niccolo,1083,16.47, , , SUI, Switzerland, , , , , , , , , , ,
IrlandiniGabriel,Irlandini,Gabriel,  Gabriel,1084,16.43, , , BRA, Brazil, , , , , , , , , , ,
BondGeorge,Bond,George,  George,1085,16.36, , , USA, United States, , , , , , , , , , ,
UrbanskiPatryk,Urbanski,Patryk,  Patryk,1086,16.35, , , POL, Poland, , , , , , , , , , ,
AraiHaruto,Arai,Haruto,  Haruto,1087,16.33, , , JPN, Japan, , , , , , , , , , ,
CampbellFraser,Campbell,Fraser,  Fraser,1088,16.27, , , USA, United States, , , , , , , , , , ,
KawamuraMasanobu,Kawamura,Masanobu,  Masanobu,1089,16.23, , , JPN, Japan, , , , , , , , , , ,
BayoOriol,Bayo,Oriol,  Oriol,1090,16.21, , , ESP, Spain, , , , , , , , , , ,
HumenyKasen,Humeny,Kasen,  Kasen,1091,16.21, , , CAN, Canada, , , , , , , , , , ,
Garcia SuneManel,Garcia Sune,Manel,  Manel,1092,16.17, , , AND, Andorra, , , , , , , , , , ,
MaedaKeizo,Maeda,Keizo,  Keizo,1093,16.13, , , JPN, Japan, , , , , , , , , , ,
WirtitschWalter,Wirtitsch,Walter,  Walter,1094,16.11, , , AUT, Austria, , , , , , , , , , ,
VötschRobert,Vötsch,Robert,  Robert,1095,16.07, , , AUT, Austria, , , , , , , , , , ,
NietoLeo,Nieto,Leo,  Leo,1096,16.05, , , FRA, France, , , , , , , , , , ,
HamlinJamie,Hamlin,Jamie,  Jamie,1097,15.96, , , USA, United States, , , , , , , , , , ,
MurphySebastian,Murphy,Sebastian,  Sebastian,1098,15.83, , , CAN, Canada, , , , , , , , , , ,
MillingerDamian,Millinger,Damian,  Damian,1099,15.64, , , GER, Germany, , , , , , , , , , ,
SusickyOndrej,Susicky,Ondrej,  Ondrej,1100,15.58, , , CZE, Czech Republic, , , , , , , , , , ,
ZilioMatteo,Zilio,Matteo,  Matteo,1100,15.58, , , ITA, Italy, , , , , , , , , , ,
De VriesJoel,De Vries,Joel,  Joel,1102,15.5, , , NED, NED, , , , , , , , , , ,
PostalSilas,Postal,Silas,  Silas,1103,15.48, , , CAN, Canada, , , , , , , , , , ,
SigurdssonOddur Vilberg,Sigurdsson,Oddur Vilberg,  Oddur Vilberg,1104,15.47, , , ISL, Iceland, , , , , , , , , , ,
LegacVid,Legac,Vid,  Vid,1105,15.41, , , CRO, CRO, , , , , , , , , , ,
PosioPyry,Posio,Pyry,  Pyry,1106,15.4, , , FIN, Finland, , , , , , , , , , ,
WakushimaAnru,Wakushima,Anru,  Anru,1107,15.38, , , NZL, New Zealand, , , , , , , , , , ,
FankhauserPatrick,Fankhauser,Patrick,  Patrick,1108,15.33, , , AUT, Austria, , , , , , , , , , ,
ZürcherMischa,Zürcher,Mischa,  Mischa,1109,15.24, , , SUI, Switzerland, , , , , , , , , , ,
RejinaKirua,Rejina,Kirua,  Kirua,1110,15.21, , , JPN, Japan, , , , , , , , , , ,
KahlGrady,Kahl,Grady,  Grady,1111,15.17, , , CAN, Canada, , , , , , , , , , ,
BriolCorentin,Briol,Corentin,  Corentin,1111,15.17, , , FRA, France, , , , , , , , , , ,
YoshidaTatsuki,Yoshida,Tatsuki,  Tatsuki,1113,15.14, , , JPN, Japan, , , , , , , , , , ,
GelvezonCallum,Gelvezon,Callum,  Callum,1114,15.08, , , USA, United States, , , , , , , , , , ,
ZehetmaierFelix,Zehetmaier,Felix,  Felix,1115,15.07, , , GER, Germany, , , , , , , , , , ,
De MartinTommy,De Martin,Tommy,  Tommy,1116,14.9, , , ITA, Italy, , , , , , , , , , ,
GislasonAri Eyland,Gislason,Ari Eyland,  Ari Eyland,1117,14.87, , , ISL, Iceland, , , , , , , , , , ,
PardoFalcundo,Pardo,Falcundo,  Falcundo,1118,14.85, , , ARG, Argentina, , , , , , , , , , ,
GraikosDimitrios,Graikos,Dimitrios,  Dimitrios,1119,14.79, , , GRE, GRE, , , , , , , , , , ,
LeeJames,Lee,James,  James,1120,14.78, , , GBR, United Kingdom, , , , , , , , , , ,
BelloFrancisco,Bello,Francisco,  Francisco,1121,14.78, , , ARG, Argentina, , , , , , , , , , ,
ReitmannMichael,Reitmann,Michael,  Michael,1122,14.77, , , AUT, Austria, , , , , , , , , , ,
SchermanLevi,Scherman,Levi,  Levi,1123,14.74, , , CAN, Canada, , , , , , , , , , ,
KalininKirill,Kalinin,Kirill,  Kirill,1124,14.71, , , RUS, Russian Federation, , , , , , , , , , ,
KurankouNikita,Kurankou,Nikita,  Nikita,1125,14.59, , , BLR, Belarus, , , , , , , , , , ,
StalderTimon,Stalder,Timon,  Timon,1126,14.58, , , SUI, Switzerland, , , , , , , , , , ,
MarkeljiVoluk,Markelji,Voluk,  Voluk,1127,14.57, , , SLO, SLO, , , , , , , , , , ,
KimotoRaito,Kimoto,Raito,  Raito,1128,14.46, , , JPN, Japan, , , , , , , , , , ,
SerbuNick,Serbu,Nick,  Nick,1129,14.44, , , CAN, Canada, , , , , , , , , , ,
EndoAiru,Endo,Airu,  Airu,1130,14.42, , , JPN, Japan, , , , , , , , , , ,
HayenBlake,Hayen,Blake,  Blake,1131,14.41, , , USA, United States, , , , , , , , , , ,
KatoKeisuke,Kato,Keisuke,  Keisuke,1132,14.39, , , JPN, Japan, , , , , , , , , , ,
AberhartHolden,Aberhart,Holden,  Holden,1133,14.34, , , CAN, Canada, , , , , , , , , , ,
ZürniDanjamin,Zürni,Danjamin,  Danjamin,1134,14.29, , , SUI, Switzerland, , , , , , , , , , ,
RobertsOcean,Roberts,Ocean,  Ocean,1135,14.28, ,19, AUS, Australia, , , Jindabyne, , , , , , , ,
Lopez ArrueboXavier,Lopez Arruebo,Xavier,  Xavier,1136,14.26, , , AND, Andorra, , , , , , , , , , ,
De San JoseBruno,De San Jose,Bruno,  Bruno,1137,14.23, , , ESP, Spain, , , , , , , , , , ,
RangerAustin,Ranger,Austin,  Austin,1138,14.22, , , CAN, Canada, , , , , , , , , , ,
PopmaErik,Popma,Erik,  Erik,1139,14.06, , , CAN, Canada, , , , , , , , , , ,
IneichenLeander,Ineichen,Leander,  Leander,1140,14.02, ,12, SUI, Switzerland, Goofy, , Baeretswil, , , , , , , ,
WoodworthColby,Woodworth,Colby,  Colby,1140,14.02, , , CAN, Canada, , , , , , , , , , ,
JurmuErik,Jurmu,Erik,  Erik,1142,14.02, , , FIN, Finland, , , , , , , , , , ,
NagaraHiroaki,Nagara,Hiroaki,  Hiroaki,1143,14, , , JPN, Japan, , , , , , , , , , ,
BradicBosko,Bradic,Bosko,  Bosko,1144,13.94, , , SRB, Serbia, , , , , , , , , , ,
MedernachCullan,Medernach,Cullan,  Cullan,1145,13.93, , , CAN, Canada, , , , , , , , , , ,
TosiFrancesco,Tosi,Francesco,  Francesco,1146,13.81, , , ITA, Italy, , , , , , , , , , ,
KatoTaiga,Kato,Taiga,  Taiga,1147,13.81, , , JPN, Japan, , , , , , , , , , ,
HitzNando,Hitz,Nando,  Nando,1148,13.77, , , SUI, Switzerland, , , , , , , , , , ,
KrauskopfToan,Krauskopf,Toan,  Toan,1149,13.74, , , CAN, Canada, , , , , , , , , , ,
AmanoSeita,Amano,Seita,  Seita,1150,13.72, , , JPN, Japan, , , , , , , , , , ,
BouzanneGabin,Bouzanne,Gabin,  Gabin,1151,13.68, , , FRA, France, , , , , , , , , , ,
MaruyamaIchinoshin,Maruyama,Ichinoshin,  Ichinoshin,1152,13.6, , , JPN, Japan, , , , , , , , , , ,
EderMax,Eder,Max,  Max,1153,13.57, , , AUT, Austria, , , , , , , , , , ,
MelligerZoel Iago,Melliger,Zoel Iago,  Zoel Iago,1154,13.53, , , SUI, Switzerland, , , , , , , , , , ,
RiordanAnnan,Riordan,Annan,  Annan,1155,13.52, , , USA, United States, , , , , , , , , , ,
McDonaldJason,McDonald,Jason,  Jason,1156,13.44, , , USA, United States, , , , , , , , , , ,
WeiglinOwen,Weiglin,Owen,  Owen,1157,13.42, , , CAN, Canada, , , , , , , , , , ,
SaitoTomoyuki,Saito,Tomoyuki,  Tomoyuki,1158,13.4, , , JPN, Japan, , , , , , , , , , ,
WieserFelix,Wieser,Felix,  Felix,1159,13.39, , , AUT, Austria, , , , , , , , , , ,
StarkeyBen,Starkey,Ben,  Ben,1159,13.39, , , GBR, United Kingdom, , , , , , , , , , ,
OddsteinssonArni Dagur,Oddsteinsson,Arni Dagur,  Arni Dagur,1161,13.36, , , ISL, Iceland, , , , , , , , , , ,
MolinaCarlos,Molina,Carlos,  Carlos,1162,13.35, , , AND, Andorra, , , , , , , , , , ,
WaldvogelGiona,Waldvogel,Giona,  Giona,1163,13.31, , , SUI, Switzerland, , , , , , , , , , ,
DanzlGus,Danzl,Gus,  Gus,1164,13.28, , , AUT, Austria, , , , , , , , , , ,
EdmondsReese,Edmonds,Reese,  Reese,1165,13.23, , , USA, United States, , , , , , , , , , ,
MalsubOliver,Malsub,Oliver,  Oliver,1166,13.15, , , EST, Estonia, , , , , , , , , , ,
SpirigLars,Spirig,Lars,  Lars,1167,13.09, , , SUI, Switzerland, , , , , , , , , , ,
YamamotoKairi,Yamamoto,Kairi,  Kairi,1168,13.03, , , JPN, Japan, , , , , , , , , , ,
LheureuxMadax,Lheureux,Madax,  Madax,1169,12.96, , , CAN, Canada, , , , , , , , , , ,
SennerJoseph,Senner,Joseph,  Joseph,1170,12.92, , , USA, United States, , , , , , , , , , ,
PünterTom,Pünter,Tom,  Tom,1171,12.88, , , SUI, Switzerland, , , , , , , , , , ,
ImaiShuta,Imai,Shuta,  Shuta,1172,12.76, , , JPN, Japan, , , , , , , , , , ,
ManninenOnni,Manninen,Onni,  Onni,1173,12.74, , , FIN, Finland, , , , , , , , , , ,
KimTaewook,Kim,Taewook,  Taewook,1174,12.71, , , KOR, Korea, Republic of, , , , , , , , , , 
TioAnton,Tio,Anton,  Anton,1175,12.71, , , CAN, Canada, , , , , , , , , , ,
GelvezonMakai,Gelvezon,Makai,  Makai,1176,12.7, , , USA, United States, , , , , , , , , , ,
SchützRaffael,Schütz,Raffael,  Raffael,1177,12.68, , , SUI, Switzerland, , , , , , , , , , ,
OmuraYuki,Omura,Yuki,  Yuki,1178,12.56, , , JPN, Japan, , , , , , , , , , ,
AvinoMax,Avino,Max,  Max,1179,12.54, , , ESP, Spain, , , , , , , , , , ,
PirolliUgo,Pirolli,Ugo,  Ugo,1180,12.54, , , FRA, France, , , , , , , , , , ,
EybordMadec,Eybord,Madec,  Madec,1180,12.54, , , FRA, France, , , , , , , , , , ,
VeselinorMario,Veselinor,Mario,  Mario,1182,12.51, , , BUL, BUL, , , , , , , , , , ,
KoppenbergLuca,Koppenberg,Luca,  Luca,1182,12.51, , , SUI, Switzerland, , , , , , , , , , ,
LuggNicolas,Lugg,Nicolas,  Nicolas,1184,12.48, , , SUI, Switzerland, , , , , , , , , , ,
Jogna-PratFrancesco,Jogna-Prat,Francesco,  Francesco,1185,12.44, , , ITA, Italy, , , , , , , , , , ,
BoeslBenedikt,Boesl,Benedikt,  Benedikt,1186,12.44, , , GER, Germany, , , , , , , , , , ,
SiadanauIhnat,Siadanau,Ihnat,  Ihnat,1187,12.4, , , BLR, Belarus, , , , , , , , , , ,
UrbinaFacundo,Urbina,Facundo,  Facundo,1188,12.36, , , ARG, Argentina, , , , , , , , , , ,
BelfrondSimone,Belfrond,Simone,  Simone,1189,12.21, , , ITA, Italy, , , , , , , , , , ,
HubnerRhett,Hubner,Rhett,  Rhett,1190,12.21, , , CAN, Canada, , , , , , , , , , ,
DaiYuyang,Dai,Yuyang,  Yuyang,1191,12.2, , , CHN, China, , , , , , , , , , ,
UchikataShusuke,Uchikata,Shusuke,  Shusuke,1192,12.18, , , JPN, Japan, , , , , , , , , , ,
DapitRiccardo,Dapit,Riccardo,  Riccardo,1193,12.15, , , AUT, Austria, , , , , , , , , , ,
Da Cruz AntequeraMario,Da Cruz Antequera,Mario,  Mario,1194,12, , , AND, Andorra, , , , , , , , , , ,
DirksenCurtis,Dirksen,Curtis,  Curtis,1195,11.97, , , CAN, Canada, , , , , , , , , , ,
RiedlArne,Riedl,Arne,  Arne,1196,11.96, , , GER, Germany, , , , , , , , , , ,
FujisawaTomoki,Fujisawa,Tomoki,  Tomoki,1196,11.96, , , JPN, Japan, , , , , , , , , , ,
EdamatsuKazuhito,Edamatsu,Kazuhito,  Kazuhito,1198,11.94, , , JPN, Japan, , , , , , , , , , ,
MallinsonJack,Mallinson,Jack,  Jack,1199,11.93, , , CAN, Canada, , , , , , , , , , ,
BroadbentLeon,Broadbent,Leon,  Leon,1200,11.92, , , SUI, Switzerland, , , , , , , , , , ,
